AGENT.ID,TotalIn,TotalOut,Movements,NetBalance
15262,65725708,11682934,21,54042774
15263,0,57080886,6,-57080886
15264,2006143630,9202311333,315,-7196167703
15265,0,198754016,5,-198754016
15266,2058153873,173499418,150,1884654455
15267,46346386,0,12,46346386
15268,149090361,0,11,149090361
15269,0,5265606401,123,-5265606401
15270,1581960700,143902291,94,1438058409
15271,0,41494156,2,-41494156
15272,17076738,0,4,17076738
15273,0,14294105,1,-14294105
15274,0,13666823,1,-13666823
15275,1387733407,1978790438,130,-591057031
15276,0,101271165,5,-101271165
15277,0,733681625,24,-733681625
15278,0,26030455,4,-26030455
15279,0,1341761827,51,-1341761827
15280,0,6076427048,49,-6076427048
15281,0,11029770,2,-11029770
15282,0,107202950,2,-107202950
15283,0,173534281,7,-173534281
15284,0,17459115,1,-17459115
15285,0,111239889,3,-111239889
15286,0,198204729,8,-198204729
15287,0,20974971,1,-20974971
15288,389399180,2859272307,77,-2469873127
15289,0,11792576,1,-11792576
15290,7507521,4566604232,98,-4559096711
15291,0,182096111,5,-182096111
15292,0,632638281,20,-632638281
15293,0,1017448,1,-1017448
15294,0,210253130,10,-210253130
15295,0,467287923,16,-467287923
15296,0,10081873,1,-10081873
15297,0,2108639854,3,-2108639854
15298,0,14029356,1,-14029356
15299,0,23653278,1,-23653278
15300,0,1106404815,8,-1106404815
15301,0,197868169,11,-197868169
15302,927576297,1395140885,166,-467564588
15303,0,98990703,6,-98990703
15304,0,3921178,1,-3921178
15305,0,389152059,6,-389152059
15306,0,79502166,1,-79502166
15307,0,4021844095,9,-4021844095
15308,0,88421162,5,-88421162
15309,0,91723243,5,-91723243
15310,0,35208021,1,-35208021
15311,0,24126143,1,-24126143
15312,0,898177527,21,-898177527
15313,0,8292525138,21,-8292525138
15314,0,2577261861,11,-2577261861
15315,0,46801492,2,-46801492
15316,0,299549141,10,-299549141
15317,0,11181131,2,-11181131
15318,726135,1483024895,49,-1482298760
15319,0,357093334,10,-357093334
15320,0,34968401,2,-34968401
15321,0,402941161,15,-402941161
15322,507990061,174842518,48,333147543
15323,75703385,21523369,14,54180016
15324,2906015791,850152058,126,2055863733
15325,0,993260484,27,-993260484
15326,0,35731668,4,-35731668
15327,0,117012830,6,-117012830
15328,0,89776355,4,-89776355
15329,0,69863547,6,-69863547
15330,0,36921350,3,-36921350
15331,0,310795114,14,-310795114
15332,3090354240,1260232463,274,1830121777
15333,0,516256549,19,-516256549
15334,0,20485901,1,-20485901
15335,0,190514556,4,-190514556
15336,0,26179314,1,-26179314
15337,0,0,1,0
15338,0,2092409,1,-2092409
15339,0,107092226,7,-107092226
15340,0,99941440,12,-99941440
15341,0,98336908,7,-98336908
15342,0,160674278,9,-160674278
15343,0,65934220,6,-65934220
15344,0,692262075,33,-692262075
15345,0,548873090,20,-548873090
15346,0,39778083,1,-39778083
15347,0,251867443,10,-251867443
15348,0,92702634,5,-92702634
15349,0,40299248,4,-40299248
15350,0,699849421,16,-699849421
15351,0,209681441,3,-209681441
15352,0,331404023,18,-331404023
15353,0,70409130,5,-70409130
15354,480458192,0,39,480458192
15355,0,7809247,1,-7809247
15356,764078924,55331258,121,708747666
15357,500252626,0,27,500252626
15358,0,31592697,4,-31592697
15359,0,8941363,1,-8941363
15360,0,21653256,1,-21653256
15361,0,17423788,1,-17423788
15362,0,14881873,2,-14881873
15363,0,13403917,1,-13403917
15364,0,310488906,11,-310488906
15365,0,536997725,8,-536997725
15366,0,119345334,9,-119345334
15367,0,14291291,2,-14291291
15368,0,145168387,8,-145168387
15369,0,9920452,2,-9920452
15370,0,57006360,2,-57006360
15371,0,31499731,2,-31499731
15372,0,67015992,7,-67015992
15373,0,2481850,2,-2481850
15374,0,43503608,3,-43503608
15375,578855446,1547777533,90,-968922087
15376,0,3796484615,16,-3796484615
15377,0,119450418,10,-119450418
15378,0,17471557,1,-17471557
15379,0,1481502,1,-1481502
15380,0,68378198,4,-68378198
15381,0,31504350,4,-31504350
15382,0,122452151,3,-122452151
15383,0,236038202,12,-236038202
15384,0,10170800892,145,-10170800892
15385,0,856808559,36,-856808559
15386,0,821866673,53,-821866673
15387,0,134152614,6,-134152614
15388,61846955,33422518,12,28424437
15389,31151033,0,1,31151033
15390,0,430200304,36,-430200304
15391,35899455,6181621,10,29717834
15392,0,63637017,2,-63637017
15393,7011630,90143732,13,-83132102
15394,0,361703439,9,-361703439
15395,1340126091,41278047,67,1298848044
15396,487096216,47493313,90,439602903
15397,0,168339484,9,-168339484
15398,3581506207,4874381637,346,-1292875430
15399,0,337759436,9,-337759436
15400,1899374428,4978657611,279,-3079283183
15401,0,78955170,4,-78955170
15402,0,1715403717,40,-1715403717
15403,0,85641147,3,-85641147
15404,0,16715661,1,-16715661
15405,0,88660092,3,-88660092
15406,0,37118792,1,-37118792
15407,0,998229,2,-998229
15408,0,29833733,1,-29833733
15409,788757606,5821060739,121,-5032303133
15410,2418086064,6345672572,185,-3927586508
15411,0,14240251,2,-14240251
15412,0,20090487,3,-20090487
15413,0,371119840,19,-371119840
15414,0,28795064,1,-28795064
15415,0,33767285,2,-33767285
15416,0,64660674,3,-64660674
15417,0,331931056,16,-331931056
15418,0,82013730,3,-82013730
15419,0,21620796,2,-21620796
15420,0,30302895,1,-30302895
15421,0,529661162,16,-529661162
15422,0,791797342,40,-791797342
15423,0,724910251,23,-724910251
15424,0,75601866,5,-75601866
15425,0,28250389,2,-28250389
15426,0,15594720,6,-15594720
15427,474923814,45359363,84,429564451
15428,0,10915758830,122,-10915758830
15429,137268065,1114185862,53,-976917797
15430,8887195,12914535,2,-4027340
15431,0,35124877,1,-35124877
15432,272463541,6175714069,45,-5903250528
15433,0,6633575,1,-6633575
15434,0,351643334,12,-351643334
15435,0,41482688,3,-41482688
15436,1569200600,14884295293,168,-13315094693
15437,1352053807,537974043,183,814079764
15438,199210625,0,12,199210625
15439,27988736,1630561,11,26358175
15440,0,909046905,34,-909046905
15441,671848530,3148331479,130,-2476482949
15442,0,17209455,1,-17209455
15443,0,13057848,1,-13057848
15444,0,14112251,1,-14112251
15445,0,31862754,1,-31862754
15446,0,112384646,4,-112384646
15447,0,32006959,2,-32006959
15448,0,12464192,1,-12464192
15449,0,59826427,2,-59826427
15450,0,24616682,3,-24616682
15451,0,191393073,12,-191393073
15452,0,19784800,2,-19784800
15453,0,96050755,4,-96050755
15454,0,858306849,21,-858306849
15455,0,2232467447,3,-2232467447
15456,0,9047274,1,-9047274
15457,1074716862,237358606,111,837358256
15458,0,273881100,13,-273881100
15459,219628181,0,18,219628181
15460,5015431,0,2,5015431
15461,119165995,161579222,35,-42413227
15462,0,134881621,20,-134881621
15463,1496544494,203257296,148,1293287198
15464,704909540,0,23,704909540
15465,234418290,124301670,38,110116620
15466,68971628,23793928,29,45177700
15467,1756710346,2408730999,64,-652020653
15468,0,14299894,1,-14299894
15469,0,21189992,2,-21189992
15470,0,11907427,1,-11907427
15471,0,60057371,2,-60057371
15472,0,221366214,15,-221366214
15473,0,261486683,6,-261486683
15474,0,843006,1,-843006
15475,0,52222074,1,-52222074
15476,0,152781265,3,-152781265
15477,0,275663052,5,-275663052
15478,0,91623263,7,-91623263
15479,0,13412747,1,-13412747
15480,0,35257294,2,-35257294
15481,0,59087595,2,-59087595
15482,0,185066055,4,-185066055
15483,0,1531151,1,-1531151
15484,0,6927152,2,-6927152
15485,0,4590143,1,-4590143
15486,0,612020268,12,-612020268
15487,0,1651067033,35,-1651067033
15488,0,78561,1,-78561
15489,0,23011832,3,-23011832
15490,0,1323720887,59,-1323720887
15491,57746253,0,7,57746253
15492,182180321,20485532,23,161694789
15493,3365374385,976377404,19,2388996981
15494,18423027,0,1,18423027
15495,1888954777,334825067,83,1554129710
15496,24803488,25883113,2,-1079625
15497,0,8491471,3,-8491471
15498,29550841,84235667,15,-54684826
15499,0,10882837350,17,-10882837350
15500,0,22352383,4,-22352383
15501,0,18030608,4,-18030608
15502,212116631,93299920,40,118816711
15503,0,208770053,10,-208770053
15504,0,11532908,1,-11532908
15505,1810724113,962908574,90,847815539
15506,0,152208107,4,-152208107
15507,0,13274114,1,-13274114
15508,0,4565558534,8,-4565558534
15509,0,17571202,1,-17571202
15510,0,25973163,1,-25973163
15511,1220096862,2810608570,110,-1590511708
15512,561787371,6995457724,63,-6433670353
15513,0,517960210,10,-517960210
15514,0,21754413,3,-21754413
15515,0,557706670,22,-557706670
15516,0,65800292,3,-65800292
15517,19465611,1457342,9,18008269
15518,300114695,281113271,20,19001424
15519,228715278,33300431,38,195414847
15520,0,32507494,3,-32507494
15521,1675256053,845134207,159,830121846
15522,0,41316364,4,-41316364
15523,0,8715414,2,-8715414
15524,0,47916016,3,-47916016
15525,18999697,167946555,14,-148946858
15526,0,1100846364,48,-1100846364
15527,0,382052899,23,-382052899
15528,0,2526669235,41,-2526669235
15529,0,4894048680,29,-4894048680
15530,0,22646845,3,-22646845
15531,0,9664093,1,-9664093
15532,0,218408553,10,-218408553
15533,0,1641042959,17,-1641042959
15534,0,966595933,25,-966595933
15535,192649259,3370161686,60,-3177512427
15536,0,65152462,5,-65152462
15537,0,2169820874,43,-2169820874
15538,0,18891745,1,-18891745
15539,0,65787999,3,-65787999
15540,0,32142236,3,-32142236
15541,0,228153054,12,-228153054
15542,0,57134348,2,-57134348
15543,0,26792663,1,-26792663
15544,0,85214546,13,-85214546
15545,0,124,1,-124
15546,0,155053396,3,-155053396
15547,0,71250989,4,-71250989
15548,0,31493427,1,-31493427
15549,0,14539339,1,-14539339
15550,0,101432879,5,-101432879
15551,0,11769201,2,-11769201
15552,0,1670304,1,-1670304
15553,0,3144826,1,-3144826
15554,0,11601683,1,-11601683
15555,0,267746904,5,-267746904
15556,0,4328259,1,-4328259
15557,0,147095527,8,-147095527
15558,0,5681877,1,-5681877
15559,0,183347803,8,-183347803
15560,0,18463192,2,-18463192
15561,0,13707934,1,-13707934
15562,0,25144804,1,-25144804
15563,0,6646342,1,-6646342
15564,0,14805388,2,-14805388
15565,0,22528524,3,-22528524
15566,0,139291741,3,-139291741
15567,0,21678822,2,-21678822
15568,0,22203632,1,-22203632
15569,0,2700881727,59,-2700881727
15570,0,23540081,1,-23540081
15571,0,58364320,5,-58364320
15572,0,38100094,4,-38100094
15573,0,1608441,1,-1608441
15574,0,6095895,1,-6095895
15575,0,30059485,1,-30059485
15576,0,148784889,6,-148784889
15577,0,238113468,5,-238113468
15578,0,15285595,2,-15285595
15579,0,195040045,3,-195040045
15580,674261962,56139346,38,618122616
15581,101805387,514037963,20,-412232576
15582,80322014,26555587,18,53766427
15583,437679875,0,17,437679875
15584,1727537809,18140245920,183,-16412708111
15585,274927852,0,15,274927852
15586,5620716,4698796,8,921920
15587,0,11334829,1,-11334829
15588,0,8436944835,54,-8436944835
15589,0,1991354647,52,-1991354647
15590,0,12555582,1,-12555582
15591,1230041915,3390925204,151,-2160883289
15592,0,9914480881,51,-9914480881
15593,0,55039155,4,-55039155
15594,0,137610564,7,-137610564
15595,0,9850105,1,-9850105
15596,0,36438886,3,-36438886
15597,0,41354596,3,-41354596
15598,0,342137510,9,-342137510
15599,0,104403467,6,-104403467
15600,0,57513043,3,-57513043
15601,0,30227824,1,-30227824
15602,0,94519922,2,-94519922
15603,0,25216787,1,-25216787
15604,0,36568105,1,-36568105
15605,0,158748949,3,-158748949
15606,0,527319775,24,-527319775
15607,0,20238665,1,-20238665
15608,0,282515968,14,-282515968
15609,0,1483173,1,-1483173
15610,0,1351470445,50,-1351470445
15611,0,50936915,3,-50936915
15612,0,2104962370,37,-2104962370
15613,1461041,0,1,1461041
15614,216561178,1124180132,25,-907618954
15615,0,3251853001,53,-3251853001
15616,0,3525404,2,-3525404
15617,0,19058851,1,-19058851
15618,0,150361733,8,-150361733
15619,0,347158595,12,-347158595
15620,0,32668444,2,-32668444
15621,0,319083,1,-319083
15622,0,223810150,13,-223810150
15623,0,42700937,4,-42700937
15624,102636759,9926702,25,92710057
15625,1420230727,1335268842,119,84961885
15626,5554226,0,1,5554226
15627,0,271817748,17,-271817748
15628,0,56607783,2,-56607783
15629,0,2224334,1,-2224334
15630,0,8993286,2,-8993286
15631,0,25754541,1,-25754541
15632,0,29727942,1,-29727942
15633,0,25269044,2,-25269044
15634,0,165363833,2,-165363833
15635,0,306503,1,-306503
15636,0,2142485905,3,-2142485905
15637,0,65408006,2,-65408006
15638,0,3705236,1,-3705236
15639,0,40045758,3,-40045758
15640,0,20877722,2,-20877722
15641,0,101064041,5,-101064041
15642,0,82785588,2,-82785588
15643,0,31986669,2,-31986669
15644,0,14915878,4,-14915878
15645,0,29016843,2,-29016843
15646,104401862,1445297198,25,-1340895336
15647,0,47510443,1,-47510443
15648,0,90759252,1,-90759252
15649,1220035245,6142661,39,1213892584
15650,102952733,5648469,12,97304264
15651,52869,0,1,52869
15652,15090259,0,2,15090259
15653,605390124,1318485807,129,-713095683
15654,6802235,1429306699,3,-1422504464
15655,0,4558489852,103,-4558489852
15656,605762990,3807837729,61,-3202074739
15657,0,245534140,15,-245534140
15658,0,295671719,14,-295671719
15659,0,21628763,3,-21628763
15660,0,90865546,8,-90865546
15661,0,9314046939,21,-9314046939
15662,0,20925358,4,-20925358
15663,152572871,21334735,8,131238136
15664,0,43606935,7,-43606935
15665,59696739,921137675,21,-861440936
15666,21065,1770013548,48,-1769992483
15667,0,70561684,4,-70561684
15668,1796063997,5147955233,214,-3351891236
15669,0,10696894,1,-10696894
15670,0,12018608,1,-12018608
15671,0,75973610,9,-75973610
15672,0,38198599,1,-38198599
15673,0,223378524,6,-223378524
15674,0,258674895,2,-258674895
15675,83495287,0,8,83495287
15676,2774405313,2114001569,212,660403744
15677,0,2602414115,65,-2602414115
15678,0,282749,1,-282749
15679,0,17035439,1,-17035439
15680,0,63877633,5,-63877633
15681,0,32601109,1,-32601109
15682,0,19362194,1,-19362194
15683,5380216264,1698760564,398,3681455700
15684,0,5859562,1,-5859562
15685,204190250,229354244,13,-25163994
15686,0,622215995,19,-622215995
15687,0,1790344222,69,-1790344222
15688,0,1334554993,5,-1334554993
15689,736296179,133716044,35,602580135
15690,26639694,0,2,26639694
15691,76601508,0,9,76601508
15692,0,583718327,23,-583718327
15693,0,140695484,9,-140695484
15694,0,162032073,10,-162032073
15695,0,678294,1,-678294
15696,0,111581262,14,-111581262
15697,0,46920459,4,-46920459
15698,0,58078909,4,-58078909
15699,0,881923,1,-881923
15700,0,51123247,4,-51123247
15701,0,18328038,1,-18328038
15702,0,91751389,8,-91751389
15703,0,65264925,7,-65264925
15704,0,25945470,2,-25945470
15705,0,253212308,8,-253212308
15706,0,116099932,4,-116099932
15707,0,3355312,1,-3355312
15708,0,410885124,18,-410885124
15709,664547601,113244207,63,551303394
15710,684092329,143169546,87,540922783
15711,1493653020,309509411,55,1184143609
15712,174609354,6098026,18,168511328
15713,0,11009264,1,-11009264
15714,0,59621742,2,-59621742
15715,0,20593477,3,-20593477
15716,0,42102021,1,-42102021
15717,0,1786887,1,-1786887
15718,0,18902115,1,-18902115
15719,0,54406709,3,-54406709
15720,838066509,1622631010,98,-784564501
15721,0,46754644,4,-46754644
15722,0,13600819,1,-13600819
15723,0,607,1,-607
15724,0,57437764,1,-57437764
15725,0,247809102,7,-247809102
15726,0,29482925,1,-29482925
15727,0,15874248,2,-15874248
15728,21868663,1059057816,31,-1037189153
15729,0,39740443,2,-39740443
15730,0,767502614,31,-767502614
15731,0,283607711,6,-283607711
15732,0,3325707122,100,-3325707122
15733,0,4549247017,7,-4549247017
15734,73790984,7228558,13,66562426
15735,20150520,0,6,20150520
15736,696444460,136990145,78,559454315
15737,342404022,444131487,87,-101727465
15738,0,2865558710,77,-2865558710
15739,6178023,123271,4,6054752
15740,0,80693613,4,-80693613
15741,178461225,0,10,178461225
15742,0,82442200,7,-82442200
15743,0,722472848,30,-722472848
15744,0,701029312,31,-701029312
15745,0,2299185,1,-2299185
15746,0,7227879,2,-7227879
15747,0,168464975,6,-168464975
15748,0,302193393,10,-302193393
15749,0,122828196,3,-122828196
15750,0,78409082,3,-78409082
15751,0,20666199,1,-20666199
15752,0,1651455,1,-1651455
15753,0,23191070,2,-23191070
15754,0,41550710,2,-41550710
15755,0,47613316,3,-47613316
15756,0,9181063,1,-9181063
15757,0,101382840,6,-101382840
15758,0,79655771,8,-79655771
15759,0,104773165,7,-104773165
15760,0,250445669,17,-250445669
15761,0,2499106967,124,-2499106967
15762,0,36010553,1,-36010553
15763,0,23964598,1,-23964598
15764,0,87626435,2,-87626435
15765,0,662361456,15,-662361456
15766,442453219,176723744,24,265729475
15767,266453038,0,12,266453038
15768,976591467,6842863795,128,-5866272328
15769,444127148,0,50,444127148
15770,0,1734480697,54,-1734480697
15771,3174801456,8679891866,134,-5505090410
15772,5817427520,144690730,269,5672736790
15773,0,11991616,1,-11991616
15774,0,44128414,4,-44128414
15775,0,146442664,3,-146442664
15776,0,734607431,16,-734607431
15777,0,139038942,6,-139038942
15778,240934012,517086245,15,-276152233
15779,0,1174188059,39,-1174188059
15780,0,148334966,5,-148334966
15781,0,14146930,3,-14146930
15782,0,52526373,3,-52526373
15783,0,42517111,2,-42517111
15784,0,22863832,1,-22863832
15785,0,200032898,6,-200032898
15786,0,1633186965,53,-1633186965
15787,0,12375106486,65,-12375106486
15788,0,777324401,20,-777324401
15789,0,690713129,26,-690713129
15790,0,2474284495,46,-2474284495
15791,0,1807554788,48,-1807554788
15792,0,3639975954,20,-3639975954
15793,20824563,1356349234,59,-1335524671
15794,0,92706222,6,-92706222
15795,75073470,0,7,75073470
15796,0,201064210,12,-201064210
15797,0,133059503,9,-133059503
15798,0,43265475,1,-43265475
15799,818856605,52036841,36,766819764
15800,1908345542,1417747501,12,490598041
15801,563754445,0,10,563754445
15802,23049859,11392921,10,11656938
15803,0,115596539,10,-115596539
15804,0,244035844,10,-244035844
15805,2314343686,282650259,248,2031693427
15806,1410128453,4771173943,128,-3361045490
15807,0,30819907,3,-30819907
15808,0,449707751,13,-449707751
15809,0,26629608,1,-26629608
15810,0,441776253,11,-441776253
15811,0,416297847,9,-416297847
15812,0,243458424,16,-243458424
15813,0,177472294,8,-177472294
15814,0,16452828,3,-16452828
15815,0,6583703682,23,-6583703682
15816,0,1837065,1,-1837065
15817,0,22317057,2,-22317057
15818,0,942901775,27,-942901775
15819,0,6326394,1,-6326394
15820,0,12505996,1,-12505996
15821,9630977002,4004622974,706,5626354028
15822,0,139989896,8,-139989896
15823,0,5879369,2,-5879369
15824,0,78414757,4,-78414757
15825,0,262480400,6,-262480400
15826,0,13075013,1,-13075013
15827,0,129595759,5,-129595759
15828,0,1117377574,89,-1117377574
15829,0,52734449,3,-52734449
15830,1361594215,6578574937,145,-5216980722
15831,0,30481989,3,-30481989
15832,0,46650600,2,-46650600
15833,0,11724686,1,-11724686
15834,0,487746919,18,-487746919
15835,0,129464374,5,-129464374
15836,0,47281458,2,-47281458
15837,0,253890684,10,-253890684
15838,0,4820971,1,-4820971
15839,0,62422910,3,-62422910
15840,0,15082248,1,-15082248
15841,0,53852406,1,-53852406
15842,0,327811897,10,-327811897
15843,0,35227043,3,-35227043
15844,0,134955594,3,-134955594
15845,0,102917577,6,-102917577
15846,0,11796972,1,-11796972
15847,32820999,0,5,32820999
15848,116692194,15205306,25,101486888
15849,0,211237367,7,-211237367
15850,174183334,60770204,41,113413130
15851,25572177,1819734,4,23752443
15852,0,1655925,1,-1655925
15853,63542356,167770754,6,-104228398
15854,0,8972412,2,-8972412
15855,0,1428883359,31,-1428883359
15856,0,84072494,5,-84072494
15857,0,106528378,8,-106528378
15858,0,15658988,2,-15658988
15859,0,2335007049,3,-2335007049
15860,0,34899318,2,-34899318
15861,0,749270463,15,-749270463
15862,0,13269244,1,-13269244
15863,0,4185174,1,-4185174
15864,0,114458553,6,-114458553
15865,0,24094725,1,-24094725
15866,0,342616444,15,-342616444
15867,0,189567055,7,-189567055
15868,0,22094836,3,-22094836
15869,0,214390094,3,-214390094
15870,0,12736995,1,-12736995
15871,0,1598209,1,-1598209
15872,0,104047531,1,-104047531
15873,965230465,1878818307,151,-913587842
15874,708373416,13011798743,218,-12303425327
15875,649632047,2204089164,105,-1554457117
15876,0,6269086,1,-6269086
15877,0,71602034,2,-71602034
15878,0,48368809,4,-48368809
15879,918267526,7587335566,183,-6669068040
15880,0,33854591,4,-33854591
15881,0,12186370,2,-12186370
15882,0,575578678,21,-575578678
15883,129575987,20774370,10,108801617
15884,14751875,0,3,14751875
15885,0,33242953,2,-33242953
15886,0,10188325987,23,-10188325987
15887,69919004,2726855,20,67192149
15888,0,1453644987,13,-1453644987
15889,0,82352497,4,-82352497
15890,0,560100649,17,-560100649
15891,0,66794456,1,-66794456
15892,0,2808315312,14,-2808315312
15893,0,1006943,1,-1006943
15894,0,7150312996,50,-7150312996
15895,0,9250196,1,-9250196
15896,0,80452074,6,-80452074
15897,0,54933874,1,-54933874
15898,0,60537489,3,-60537489
15899,0,21530431,1,-21530431
15900,0,28157563,1,-28157563
15901,0,9132562,1,-9132562
15902,0,16918203,2,-16918203
15903,0,13565606,1,-13565606
15904,0,11973368,1,-11973368
15905,0,18965195,1,-18965195
15906,0,5010069018,4,-5010069018
15907,0,7503255,1,-7503255
15908,0,6446649,1,-6446649
15909,0,74265548,2,-74265548
15910,0,1292721926,28,-1292721926
15911,0,451063770,8,-451063770
15912,60899147,0,4,60899147
15913,312100466,0,10,312100466
15914,1780031804,1020258682,86,759773122
15915,38902274,37598801,9,1303473
15916,210838540,0,5,210838540
15917,294062171,180787233,32,113274938
15918,1133904987,523706873,20,610198114
15919,0,1321343795,10,-1321343795
15920,0,23453797,2,-23453797
15921,0,843535155,37,-843535155
15922,0,11247479,1,-11247479
15923,0,508164876,25,-508164876
15924,0,59664969,2,-59664969
15925,0,2084843464,6,-2084843464
15926,0,8414503632,33,-8414503632
15927,0,138674330,7,-138674330
15928,0,46350033,2,-46350033
15929,0,6402434,2,-6402434
15930,0,15441594,2,-15441594
15931,0,31689701,2,-31689701
15932,0,8634685,2,-8634685
15933,0,711540336,23,-711540336
15934,0,12615389,1,-12615389
15935,0,36254074,1,-36254074
15936,0,91504039,3,-91504039
15937,0,2212175,1,-2212175
15938,0,11627548,1,-11627548
15939,0,32972021,2,-32972021
15940,0,35821155,1,-35821155
15941,0,9507146870,31,-9507146870
15942,0,301665043,9,-301665043
15943,0,109819745,7,-109819745
15944,0,52474763,1,-52474763
15945,0,457096972,7,-457096972
15946,0,2093311,1,-2093311
15947,104099391,0,7,104099391
15948,728749688,1012128908,82,-283379220
15949,1828941,12640095,6,-10811154
15950,0,195338120,7,-195338120
15951,1812508707,610260182,102,1202248525
15952,0,27083451,3,-27083451
15953,1467962011,1075332032,186,392629979
15954,0,1212379,1,-1212379
15955,0,146049441,5,-146049441
15956,0,4667465,1,-4667465
15957,0,119677627,9,-119677627
15958,0,2464912,3,-2464912
15959,0,206027145,11,-206027145
15960,2413146147,119977831,42,2293168316
15961,644262787,69505938,28,574756849
15962,728824147,48081801,123,680742346
15963,0,50106481,2,-50106481
15964,65216654,25926115,9,39290539
15965,0,21124491,2,-21124491
15966,0,231445241,12,-231445241
15967,0,495395890,17,-495395890
15968,0,5129661,1,-5129661
15969,0,21467232,2,-21467232
15970,0,5371049,1,-5371049
15971,0,23851357,1,-23851357
15972,0,29867176,1,-29867176
15973,0,18165677,1,-18165677
15974,0,18195028618,259,-18195028618
15975,0,2227370369,12,-2227370369
15976,0,75766862,5,-75766862
15977,0,17975331,2,-17975331
15978,0,132240710,9,-132240710
15979,0,6391095,1,-6391095
15980,0,12631454,1,-12631454
15981,0,38596205,3,-38596205
15982,0,9628136,2,-9628136
15983,0,74891765,2,-74891765
15984,163701077,252233439,23,-88532362
15985,0,103248818,5,-103248818
15986,83887219,1932366318,101,-1848479099
15987,0,17394145,2,-17394145
15988,0,1777871034,6,-1777871034
15989,406692880,11186822351,112,-10780129471
15990,0,13718848,4,-13718848
15991,0,114678758,1,-114678758
15992,0,0,1,0
15993,0,133167465,13,-133167465
15994,0,118361164,3,-118361164
15995,0,18363525,4,-18363525
15996,48991816,0,8,48991816
15997,227034855,15488294,23,211546561
15998,0,72100847,2,-72100847
15999,2611618577,434435944,64,2177182633
16000,0,516516752,5,-516516752
16001,474445910,7611017,30,466834893
16002,0,104674996,7,-104674996
16003,0,228756879,13,-228756879
16004,0,5364943675,12,-5364943675
16005,0,35549143,2,-35549143
16006,0,241118054,8,-241118054
16007,0,13850066,1,-13850066
16008,0,121329774,3,-121329774
16009,0,326627793,14,-326627793
16010,0,30283283,1,-30283283
16011,0,275140245,7,-275140245
16012,0,418276051,9,-418276051
16013,0,32672238,1,-32672238
16014,0,57455241,1,-57455241
16015,0,6735056,1,-6735056
16016,0,11944774,2,-11944774
16017,0,10678225,1,-10678225
16018,0,267288530,13,-267288530
16019,0,271940019,9,-271940019
16020,0,36844223,1,-36844223
16021,0,40655125,3,-40655125
16022,0,549256154,25,-549256154
16023,0,16123617,3,-16123617
16024,0,3837994818,101,-3837994818
16025,0,23582531,1,-23582531
16026,0,835628823,53,-835628823
16027,0,194077323,9,-194077323
16028,0,1117513625,20,-1117513625
16029,0,26570624,2,-26570624
16030,460996192,39620538,20,421375654
16031,0,43529567,2,-43529567
16032,2189128087,8473808550,95,-6284680463
16033,1037240787,448439543,148,588801244
16034,84284523,0,5,84284523
16035,0,42411517,4,-42411517
16036,0,121693350,9,-121693350
16037,0,273097261,26,-273097261
16038,0,27361716,2,-27361716
16039,0,12264899,1,-12264899
16040,0,284463804,7,-284463804
16041,1872084759,208760426,127,1663324333
16042,0,398890493,26,-398890493
16043,0,72662802,1,-72662802
16044,0,451088554,16,-451088554
16045,0,814295904,2,-814295904
16046,0,2699664,1,-2699664
16047,0,555971957,20,-555971957
16048,0,179498217,9,-179498217
16049,0,4449719242,4,-4449719242
16050,0,24878921,1,-24878921
16051,0,60607995,3,-60607995
16052,0,1285742135,40,-1285742135
16053,0,504213217,20,-504213217
16054,0,12123153,1,-12123153
16055,109629581,20720482,15,88909099
16056,0,190878835,6,-190878835
16057,0,52558043,4,-52558043
16058,0,9727244,2,-9727244
16059,0,46138515,2,-46138515
16060,4371197547,2111260796,268,2259936751
16061,0,27073221,1,-27073221
16062,0,4668096,1,-4668096
16063,0,30670973,1,-30670973
16064,0,8642296,1,-8642296
16065,0,45943137,1,-45943137
16066,0,129660917,10,-129660917
16067,0,46370062,4,-46370062
16068,19988994,116666730,11,-96677736
16069,0,7452825,1,-7452825
16070,0,5549389,2,-5549389
16071,0,7655905,1,-7655905
16072,0,22215987,1,-22215987
16073,0,679039706,29,-679039706
16074,0,1433517590,42,-1433517590
16075,0,24150600,3,-24150600
16076,0,3837118980,14,-3837118980
16077,0,4125909662,133,-4125909662
16078,0,9038311,1,-9038311
16079,0,506190838,12,-506190838
16080,642028613,0,46,642028613
16081,29794127,18585537,9,11208590
16082,775987026,13432919831,217,-12656932805
16083,0,1070613689,37,-1070613689
16084,0,4319020607,38,-4319020607
16085,0,124296348,5,-124296348
16086,0,12935290575,31,-12935290575
16087,0,29922157,2,-29922157
16088,0,4445888,2,-4445888
16089,0,186672140,7,-186672140
16090,0,322334608,15,-322334608
16091,775781336,8724262,82,767057074
16092,3400441,0,1,3400441
16093,382376722,0,14,382376722
16094,183120310,42505217,36,140615093
16095,0,902071444,40,-902071444
16096,18156970,0,4,18156970
16097,1706157336,188827237,104,1517330099
16098,303458238,46245158,38,257213080
16099,35603697,0,2,35603697
16100,73518135,15327168,16,58190967
16101,0,5126537,1,-5126537
16102,0,262790396,15,-262790396
16103,0,59875254,2,-59875254
16104,0,24190050,3,-24190050
16105,137275181,551568148,31,-414292967
16106,0,674452726,36,-674452726
16107,0,35807104,1,-35807104
