AGENT.ID,TotalIn,TotalOut,Movements,NetBalance
6274,93185426,3071740698,34,-2978555272
6275,0,385212472,40,-385212472
6276,1472888899,4758257,166,1468130642
6277,3030881112,102318756,242,2928562356
6278,0,46935465,2,-46935465
6279,1032366008,14997677,185,1017368331
6280,0,9761461,1,-9761461
6281,0,663283655,18,-663283655
6282,29392785,181331002,11,-151938217
6283,0,52855867,2,-52855867
6284,0,4513943819,13,-4513943819
6285,0,27532828,4,-27532828
6286,0,47616885,2,-47616885
6287,0,5416268,2,-5416268
6288,0,18221036,3,-18221036
6289,0,11856094,1,-11856094
6290,0,124813160,6,-124813160
6291,1001977900,0,35,1001977900
6292,0,847120398,47,-847120398
6293,0,242487174,15,-242487174
6294,0,198186955,28,-198186955
6295,81967167,36971499,25,44995668
6296,0,1349694112,18,-1349694112
6297,0,688218050,38,-688218050
6298,0,52112277,2,-52112277
6299,0,4394708,2,-4394708
6300,0,6147682628,2,-6147682628
6301,0,39528481,2,-39528481
6302,0,48568752,4,-48568752
6303,0,889100465,22,-889100465
6304,0,106132011,3,-106132011
6305,0,4058017965,32,-4058017965
6306,0,165058565,13,-165058565
6307,901405073,705187436,116,196217637
6308,0,0,2,0
6309,0,29683761,1,-29683761
6310,0,36006382,3,-36006382
6311,0,142085106,7,-142085106
6312,0,128134077,10,-128134077
6313,0,32294594,3,-32294594
6314,0,5262444517,5,-5262444517
6315,0,7607403,1,-7607403
6316,0,210706207,5,-210706207
6317,529162454,430926903,13,98235551
6318,0,3525647,1,-3525647
6319,0,150998934,6,-150998934
6320,0,125610040,8,-125610040
6321,0,411623141,19,-411623141
6322,0,9682936,2,-9682936
6323,0,14258105,1,-14258105
6324,0,47889207,2,-47889207
6325,0,19887432,2,-19887432
6326,0,48700108,1,-48700108
6327,0,11843195,1,-11843195
6328,0,4620011650,49,-4620011650
6329,0,32496477,2,-32496477
6330,0,3678287,1,-3678287
6331,0,14255014,3,-14255014
6332,0,221988560,11,-221988560
6333,0,57207009,1,-57207009
6334,0,111779192,4,-111779192
6335,0,35291297,3,-35291297
6336,0,5979176,1,-5979176
6337,0,25696391,2,-25696391
6338,0,3961935,1,-3961935
6339,0,33194578,6,-33194578
6340,0,29424833,2,-29424833
6341,0,30809049,1,-30809049
6342,0,3664487532,3,-3664487532
6343,0,8301985,2,-8301985
6344,0,5254555,1,-5254555
6345,0,2841439,1,-2841439
6346,0,48724391,2,-48724391
6347,0,11103861,1,-11103861
6348,0,13423694,1,-13423694
6349,0,65688796,2,-65688796
6350,0,1244750408,55,-1244750408
6351,0,40169771,6,-40169771
6352,0,296267780,6,-296267780
6353,0,7247466390,26,-7247466390
6354,0,127535810,39,-127535810
6355,0,2722944204,12,-2722944204
6356,0,74970814,30,-74970814
6357,0,227634736,31,-227634736
6358,0,112642476,36,-112642476
6359,0,2043068756,26,-2043068756
6360,0,91413167,19,-91413167
6361,0,101970606,15,-101970606
6362,0,18951213,1,-18951213
6363,0,62519641,15,-62519641
6364,0,101591895,4,-101591895
6365,0,49642599,2,-49642599
6366,0,6900784,1,-6900784
6367,0,46254068,4,-46254068
6368,0,32612428,3,-32612428
6369,0,40960279,2,-40960279
6370,0,46607588,2,-46607588
6371,0,49530298,1,-49530298
6372,0,126040915,30,-126040915
6373,0,65640161,11,-65640161
6374,0,7861044500,37,-7861044500
6375,0,11161394,5,-11161394
6376,0,73967159,26,-73967159
6377,0,69395226,30,-69395226
6378,0,61754929,30,-61754929
6379,0,119997262,40,-119997262
6380,0,130426456,38,-130426456
6381,0,68006457,23,-68006457
6382,0,3089675234,20,-3089675234
6383,0,123720082,39,-123720082
6384,0,1209852,1,-1209852
6385,0,119742506,24,-119742506
6386,0,136895785,29,-136895785
6387,0,33050413,2,-33050413
6388,0,22485012,2,-22485012
6389,0,1782242041,39,-1782242041
6390,0,37986438,1,-37986438
6391,0,28799297,1,-28799297
6392,0,188618433,10,-188618433
6393,1377166328,3895983126,83,-2518816798
6394,0,391098,1,-391098
6395,0,273209810,18,-273209810
6396,0,28677059,3,-28677059
6397,0,5537392,2,-5537392
6398,0,206372743,44,-206372743
6399,0,47801281,22,-47801281
6400,0,4038256229,29,-4038256229
6401,0,14264336,3,-14264336
6402,0,21721392,2,-21721392
6403,0,60046862,15,-60046862
6404,0,192205649,26,-192205649
6405,0,39822870,8,-39822870
6406,0,1440108832,25,-1440108832
6407,0,175151833,43,-175151833
6408,0,55093005,36,-55093005
6409,0,93282350,33,-93282350
6410,0,36462430,12,-36462430
6411,0,60513026,22,-60513026
6412,0,79724867,2,-79724867
6413,0,13283125,2,-13283125
6414,0,0,1,0
6415,0,6690195,1,-6690195
6416,0,5819898,1,-5819898
6417,0,3643943,1,-3643943
6418,0,88826055,21,-88826055
6419,0,15304367,2,-15304367
6420,0,141802499,13,-141802499
6421,0,1321569703,30,-1321569703
6422,0,80075589,5,-80075589
6423,4869394550,819628795,316,4049765755
6424,140218445,0,11,140218445
6425,40350745,0,1,40350745
6426,0,8456264,1,-8456264
6427,0,89962195,4,-89962195
6428,879202109,9037560497,81,-8158358388
6429,0,15476821,2,-15476821
6430,0,10860427,1,-10860427
6431,0,52669856,3,-52669856
6432,0,318096392,23,-318096392
6433,0,44788523,4,-44788523
6434,0,103528178,2,-103528178
6435,0,175316152,3,-175316152
6436,0,28400124,1,-28400124
6437,0,4790006539,10,-4790006539
6438,0,11348203,1,-11348203
6439,0,2153777,1,-2153777
6440,0,24367917,1,-24367917
6441,0,11190412,1,-11190412
6442,0,6701981,1,-6701981
6443,0,14652551,2,-14652551
6444,0,5116156,1,-5116156
6445,0,51695243,5,-51695243
6446,0,4580614,1,-4580614
6447,0,38573853,5,-38573853
6448,0,26635662,2,-26635662
6449,0,34911951,3,-34911951
6450,0,20052918,1,-20052918
6451,0,14557626,1,-14557626
6452,0,80046231,3,-80046231
6453,0,219626131,3,-219626131
6454,0,20282213,2,-20282213
6455,0,19289889,1,-19289889
6456,0,203950409,5,-203950409
6457,0,25688670,3,-25688670
6458,0,50022811,2,-50022811
6459,0,43369218,2,-43369218
6460,0,15358962,1,-15358962
6461,0,66003469,1,-66003469
6462,1360665018,5438322436,169,-4077657418
6463,0,104736508,9,-104736508
6464,968692324,807292999,105,161399325
6465,0,49478871,6,-49478871
6466,0,41091321,1,-41091321
6467,0,126881236,11,-126881236
6468,0,33954829,3,-33954829
6469,0,141346228,5,-141346228
6470,0,9121777,1,-9121777
6471,0,185061388,2,-185061388
6472,0,240543293,11,-240543293
6473,38297108,1393798683,52,-1355501575
6474,0,3024748752,7,-3024748752
6475,0,7400088,1,-7400088
6476,0,67039,1,-67039
6477,0,18214508,1,-18214508
6478,0,496451,1,-496451
6479,0,34962975,3,-34962975
6480,0,10851935,1,-10851935
6481,0,15125985,2,-15125985
6482,127873487,1789853089,92,-1661979602
6483,0,60730016,2,-60730016
6484,0,23703541,2,-23703541
6485,0,152104672,8,-152104672
6486,0,18401272,6,-18401272
6487,0,3527921138,14,-3527921138
6488,0,5540728596,38,-5540728596
6489,0,5563231402,15,-5563231402
6490,0,22010726,2,-22010726
6491,0,615801269,6,-615801269
6492,0,6100138,3,-6100138
6493,0,17846762,6,-17846762
6494,0,43779191,13,-43779191
6495,0,39168276,14,-39168276
6496,0,42147981,9,-42147981
6497,0,86748346,5,-86748346
6498,0,28060688,1,-28060688
6499,0,5852614748,68,-5852614748
6500,0,7451122576,75,-7451122576
6501,0,1003765,1,-1003765
6502,0,4842527,1,-4842527
6503,0,823864,2,-823864
6504,0,2681464400,49,-2681464400
6505,0,206315682,59,-206315682
6506,0,20200849,2,-20200849
6507,0,12511342,5,-12511342
6508,0,7140859,1,-7140859
6509,0,55909996,5,-55909996
6510,26417726040,10947039892,1533,15470686148
6511,60581720,32432258,9,28149462
6512,0,169661912,4,-169661912
6513,304670146,198726617,34,105943529
6514,0,34756219,6,-34756219
6515,0,303539885,7,-303539885
6516,0,7377864,1,-7377864
6517,0,26799029,3,-26799029
6518,0,13500568,1,-13500568
6519,0,30414375,2,-30414375
6520,0,8462845,1,-8462845
6521,0,182731,1,-182731
6522,0,6311106,1,-6311106
6523,0,10404418,1,-10404418
6524,104206580,0,4,104206580
6525,0,8399599,1,-8399599
6526,0,19736712,3,-19736712
6527,5841202565,4464487855,260,1376714710
6528,0,28454786,1,-28454786
6529,0,325160101,16,-325160101
6530,142894002,889989186,92,-747095184
6531,0,237377200,5,-237377200
6532,0,151025943,6,-151025943
6533,0,10122953,3,-10122953
6534,0,27463390,4,-27463390
6535,0,1124954305,1,-1124954305
6536,0,89244412,3,-89244412
6537,0,6749596,1,-6749596
6538,0,242570029,3,-242570029
6539,0,56000732,8,-56000732
6540,0,330322310,23,-330322310
6541,0,20605706,5,-20605706
6542,0,57162479,8,-57162479
6543,0,3771885,2,-3771885
6544,0,18874020,2,-18874020
6545,0,6885279,2,-6885279
6546,0,3971557,2,-3971557
6547,0,60262715,2,-60262715
6548,0,198578331,15,-198578331
6549,0,4202463,1,-4202463
6550,0,113223040,8,-113223040
6551,0,32091104,7,-32091104
6552,0,33990223,12,-33990223
6553,0,2969376012,23,-2969376012
6554,0,7162001058,25,-7162001058
6555,0,19649389,9,-19649389
6556,0,55444192,12,-55444192
6557,0,38943341,9,-38943341
6558,0,30231423,3,-30231423
6559,0,9983971,1,-9983971
6560,0,150071115,30,-150071115
6561,0,24314521,4,-24314521
6562,0,32564431,13,-32564431
6563,0,124095696,33,-124095696
6564,0,137769076,36,-137769076
6565,0,36649884,12,-36649884
6566,0,138876611,38,-138876611
6567,2076830532,148795160,80,1928035372
6568,0,33113018,2,-33113018
6569,6775273854,458680778,260,6316593076
6570,133633772,51252933,16,82380839
6571,1944327058,164190666,56,1780136392
6572,0,27869943,3,-27869943
6573,0,178670943,11,-178670943
6574,1447626732,58567152,58,1389059580
6575,0,5188643233,3,-5188643233
6576,0,24418756,1,-24418756
6577,0,37289999,4,-37289999
6578,0,669944,2,-669944
6579,0,28799225,4,-28799225
6580,0,28574364,7,-28574364
6581,0,105596715,12,-105596715
6582,0,64573193,19,-64573193
6583,0,32205681,3,-32205681
6584,0,46876024,16,-46876024
6585,0,326625008,74,-326625008
6586,0,46749988,1,-46749988
6587,0,7624246,1,-7624246
6588,0,31369309,5,-31369309
6589,0,8246105,2,-8246105
6590,0,94568,1,-94568
6591,0,31492200,5,-31492200
6592,0,40212599,4,-40212599
6593,0,17193317,2,-17193317
6594,0,11466525,5,-11466525
6595,0,75602556,24,-75602556
6596,0,88708386,24,-88708386
6597,0,79307978,34,-79307978
6598,0,106774014,19,-106774014
6599,0,70894512,14,-70894512
6600,0,3388449,1,-3388449
6601,0,7950321,4,-7950321
6602,0,13415013,2,-13415013
6603,3296535,319892524,20,-316595989
6604,243224426,31800474,10,211423952
6605,5944339051,129994008,211,5814345043
6606,256569711,0,36,256569711
6607,3048978166,179169371,172,2869808795
6608,0,35952966,5,-35952966
6609,0,6618181,1,-6618181
6610,0,67291532,4,-67291532
6611,0,30051111,2,-30051111
6612,0,39064598,1,-39064598
6613,0,38171889,7,-38171889
6614,0,9935394406,167,-9935394406
6615,0,23441782,1,-23441782
6616,0,8281878,2,-8281878
6617,0,24551376,1,-24551376
6618,0,191637786,8,-191637786
6619,45069532,132845046,14,-87775514
6620,1530831579,97430508,179,1433401071
6621,0,18488030,2,-18488030
6622,0,594250083,12,-594250083
6623,596929209,163828240,22,433100969
6624,1705560294,338360069,57,1367200225
6625,69780573,525830850,18,-456050277
6626,524294318,642007339,52,-117713021
6627,2498893855,42954971,198,2455938884
6628,727284749,1370300660,119,-643015911
6629,0,34192173,5,-34192173
6630,0,16237636,1,-16237636
6631,0,36255586,14,-36255586
6632,0,28665424,9,-28665424
6633,0,68012211,32,-68012211
6634,0,43011445,19,-43011445
6635,0,62893351,31,-62893351
6636,0,22947459,3,-22947459
6637,0,39774397,3,-39774397
6638,0,183822745,4,-183822745
6639,0,17385508,2,-17385508
6640,0,115926762,7,-115926762
6641,0,0,1,0
6642,0,25374089,1,-25374089
6643,0,8214633,2,-8214633
6644,0,15663617,1,-15663617
6645,517239956,5784869736,132,-5267629780
6646,0,7657582,1,-7657582
6647,0,16921276,2,-16921276
6648,0,12113327,2,-12113327
6649,0,16987298,2,-16987298
6650,0,20109872,2,-20109872
6651,0,342983058,8,-342983058
6652,0,333020199,9,-333020199
6653,0,238357558,57,-238357558
6654,0,1644834445,62,-1644834445
6655,0,9947167807,44,-9947167807
6656,0,1723356222,56,-1723356222
6657,0,40195371,27,-40195371
6658,0,3182454848,68,-3182454848
6659,0,267185818,65,-267185818
6660,110264,1548101801,58,-1547991537
6661,0,201397319,50,-201397319
6662,0,300081388,66,-300081388
6663,0,4221472689,59,-4221472689
6664,0,680515101,4,-680515101
6665,0,156361408,51,-156361408
6666,0,97720690,19,-97720690
6667,0,771871185,18,-771871185
6668,0,192892079,4,-192892079
6669,0,15989538,2,-15989538
6670,0,9487602,1,-9487602
6671,0,33076823,1,-33076823
6672,0,115836702,1,-115836702
6673,0,8715735,1,-8715735
6674,0,543503946,26,-543503946
6675,0,6292005,1,-6292005
6676,0,1361477,1,-1361477
6677,5154884,0,1,5154884
6678,51390472,723788329,29,-672397857
6679,0,480710263,16,-480710263
6680,0,8187020472,95,-8187020472
6681,0,11332695,1,-11332695
6682,0,1697873302,7,-1697873302
6683,0,12373007,1,-12373007
6684,0,96557191,8,-96557191
6685,0,43848926,2,-43848926
6686,0,54529487,2,-54529487
6687,0,4040783074,2,-4040783074
6688,1401062272,9314981769,240,-7913919497
6689,0,21189586,1,-21189586
6690,0,280941681,9,-280941681
6691,0,4799786,1,-4799786
6692,0,3175345,1,-3175345
6693,0,17218493,2,-17218493
6694,0,23456888,3,-23456888
6695,0,1958185109,9,-1958185109
6696,0,62891377,4,-62891377
6697,0,15505364,3,-15505364
6698,0,881789818,17,-881789818
6699,0,126791804,9,-126791804
6700,413882595,7343478855,114,-6929596260
6701,0,117635281,2,-117635281
6702,0,213140613,9,-213140613
6703,0,1516536,2,-1516536
6704,0,9220434197,16,-9220434197
6705,0,2509682549,20,-2509682549
6706,0,1922872,1,-1922872
6707,0,11057191,4,-11057191
6708,0,74480367,16,-74480367
6709,0,16100191,5,-16100191
6710,0,13322095,4,-13322095
6711,0,1757448885,19,-1757448885
6712,0,8554074,1,-8554074
6713,0,100248168,33,-100248168
6714,0,6082604,1,-6082604
6715,0,54835396,17,-54835396
6716,0,61169392,21,-61169392
6717,0,73030755,27,-73030755
6718,0,5146641918,57,-5146641918
6719,0,131437039,30,-131437039
6720,0,59640966,7,-59640966
6721,0,65323383,15,-65323383
6722,0,457475741,16,-457475741
6723,0,60847289,2,-60847289
6724,0,86280505,20,-86280505
6725,0,5929958,1,-5929958
6726,0,110731095,31,-110731095
6727,0,51186054,4,-51186054
6728,0,10322386,1,-10322386
6729,0,3608819,2,-3608819
6730,0,29606277,1,-29606277
6731,0,1919774,1,-1919774
6732,0,195173220,20,-195173220
6733,0,197808149,27,-197808149
6734,0,5473165,1,-5473165
6735,0,15999203,2,-15999203
6736,0,14113334,2,-14113334
6737,0,46394078,1,-46394078
6738,0,21686989,3,-21686989
6739,0,3000430,2,-3000430
6740,0,361035078,19,-361035078
6741,0,21153310,2,-21153310
6742,0,12804886,2,-12804886
6743,0,25189545,4,-25189545
6744,0,12712980,2,-12712980
6745,0,99803664,31,-99803664
6746,0,139397449,30,-139397449
6747,0,106922927,32,-106922927
6748,0,786773,1,-786773
6749,0,54369301,10,-54369301
6750,0,32362505,7,-32362505
6751,0,96423842,14,-96423842
6752,0,31279581,12,-31279581
6753,0,5899839660,28,-5899839660
6754,0,1564715771,16,-1564715771
6755,0,60742741,29,-60742741
6756,0,4184034680,18,-4184034680
6757,0,91612633,27,-91612633
6758,0,2793660460,33,-2793660460
6759,0,116108018,30,-116108018
6760,0,4204741147,34,-4204741147
6761,0,59707223,23,-59707223
6762,0,5009747,4,-5009747
6763,0,136206398,27,-136206398
6764,0,96665908,25,-96665908
6765,0,68889798,18,-68889798
6766,0,68358662,17,-68358662
6767,0,114085723,32,-114085723
6768,0,122998,1,-122998
6769,0,26121768,10,-26121768
6770,0,12709367,3,-12709367
6771,0,2768080,3,-2768080
6772,0,45477633,7,-45477633
6773,0,107036365,8,-107036365
6774,0,9393327,2,-9393327
6775,0,42289257,3,-42289257
6776,15795752,47523410,12,-31727658
6777,0,465606868,29,-465606868
6778,0,0,1,0
6779,0,179828447,8,-179828447
6780,0,8152414,1,-8152414
6781,0,4361618,2,-4361618
6782,0,4741847,1,-4741847
6783,947781269,427764681,78,520016588
6784,3991999,0,1,3991999
6785,0,89579575,38,-89579575
6786,0,11986148,3,-11986148
6787,0,12224936,1,-12224936
6788,0,11082515,3,-11082515
6789,0,12524170,8,-12524170
6790,0,59975159,6,-59975159
6791,0,207091846,8,-207091846
6792,0,17027466,1,-17027466
6793,0,7123342,1,-7123342
6794,0,102605474,2,-102605474
6795,42265498,156001558,4,-113736060
6796,0,9984279,1,-9984279
6797,0,65257557,4,-65257557
6798,0,8190109,1,-8190109
6799,0,0,1,0
6800,0,30452239,2,-30452239
6801,0,45528786,1,-45528786
6802,452776898,4506160811,73,-4053383913
6803,0,1521980966,25,-1521980966
6804,0,44982954,4,-44982954
6805,0,92098726,5,-92098726
6806,0,5621457,1,-5621457
6807,0,13986264,2,-13986264
6808,0,16722093,1,-16722093
6809,0,288064220,21,-288064220
6810,0,34017575,1,-34017575
6811,0,977519,1,-977519
6812,0,72839351,8,-72839351
6813,0,3620569117,33,-3620569117
6814,1308537726,3305777356,137,-1997239630
6815,84118582,23115358,19,61003224
6816,0,2551965,1,-2551965
6817,0,39068446,5,-39068446
6818,0,70650091,9,-70650091
6819,0,13915254,2,-13915254
6820,0,8522417,1,-8522417
6821,0,9688661,2,-9688661
6822,0,39952957,17,-39952957
6823,384170045,2772359321,57,-2388189276
6824,0,67147559,15,-67147559
6825,0,10960362,8,-10960362
6826,0,23831551,6,-23831551
6827,0,34323432,14,-34323432
6828,0,3197087258,13,-3197087258
6829,0,38729010,11,-38729010
6830,0,976689667,69,-976689667
6831,0,3153263,1,-3153263
6832,0,6927724,4,-6927724
6833,0,17557170,2,-17557170
6834,0,58098631,3,-58098631
6835,0,4449653,1,-4449653
6836,0,64446332,8,-64446332
6837,0,67708186,1,-67708186
6838,0,203164964,13,-203164964
6839,48471751,968464238,47,-919992487
6840,296927494,85030520,13,211896974
6841,103130373,28308165,21,74822208
6842,0,234849985,18,-234849985
6843,0,55957531,2,-55957531
6844,0,2049974,1,-2049974
6845,0,18358067,2,-18358067
6846,0,36601729,5,-36601729
6847,0,2972418,1,-2972418
6848,0,16080347,1,-16080347
6849,0,312613826,16,-312613826
6850,0,1981836,2,-1981836
6851,0,8582000,2,-8582000
6852,0,37894213,1,-37894213
6853,0,7541727,1,-7541727
6854,0,140348921,6,-140348921
6855,0,99410380,6,-99410380
6856,0,72921056,2,-72921056
6857,0,127351011,7,-127351011
6858,0,23653618,1,-23653618
6859,0,8955950445,100,-8955950445
6860,0,74873397,3,-74873397
6861,539383682,371287837,95,168095845
6862,0,14340871,1,-14340871
6863,0,115200654,6,-115200654
6864,89732356,0,3,89732356
6865,0,10589291797,64,-10589291797
6866,0,56849236,4,-56849236
6867,785338686,278365936,95,506972750
6868,460217994,0,52,460217994
6869,0,9189805,1,-9189805
6870,0,480277937,16,-480277937
6871,401141219,7121882,60,394019337
6872,0,38850085,5,-38850085
6873,0,32129689,1,-32129689
6874,0,13512717,3,-13512717
6875,585798101,186086148,59,399711953
6876,0,15674334,3,-15674334
6877,0,33827743,2,-33827743
6878,0,21352364,3,-21352364
6879,0,28775740,2,-28775740
6880,0,1175348,1,-1175348
6881,0,45564689,3,-45564689
6882,292113827,0,31,292113827
6883,0,92356466,2,-92356466
6884,0,14182593,1,-14182593
6885,0,46844023,3,-46844023
6886,2223758,8709851561,23,-8707627803
6887,0,24125894,2,-24125894
6888,0,457142329,10,-457142329
6889,833065458,0,19,833065458
6890,0,389709,2,-389709
6891,0,25702796,3,-25702796
6892,0,10228094,1,-10228094
6893,0,11211218,1,-11211218
6894,0,14613794,1,-14613794
6895,0,6867303,1,-6867303
6896,559915,3001840517,69,-3001280602
6897,0,20757251,1,-20757251
6898,0,9025931,1,-9025931
6899,0,82276946,8,-82276946
6900,0,91088467,19,-91088467
6901,0,6656367169,19,-6656367169
6902,0,4396581,1,-4396581
6903,0,11081886,1,-11081886
6904,0,12283515,1,-12283515
6905,0,34732944,2,-34732944
6906,0,62212238,4,-62212238
6907,0,16407663,3,-16407663
6908,0,22576652,13,-22576652
6909,0,75231330,31,-75231330
6910,0,24220866,14,-24220866
6911,0,35323392,17,-35323392
6912,733527326,557951547,48,175575779
6913,0,7894249,1,-7894249
6914,0,2141175,1,-2141175
6915,0,71388182,1,-71388182
6916,5010941343,3169514355,229,1841426988
6917,0,14373395,1,-14373395
6918,0,11343291,1,-11343291
6919,1139207651,1663871999,99,-524664348
6920,0,1846195,1,-1846195
6921,0,24797700,2,-24797700
6922,0,30409841,3,-30409841
6923,0,61156717,2,-61156717
6924,0,244778920,50,-244778920
6925,0,253010932,49,-253010932
6926,0,16179488,2,-16179488
6927,0,32828500,2,-32828500
6928,0,62207493,4,-62207493
6929,0,18843698,1,-18843698
6930,0,14698896,2,-14698896
6931,0,1385107,1,-1385107
6932,0,25280877,1,-25280877
6933,0,132942844,15,-132942844
6934,0,3780941,1,-3780941
6935,0,25599229,2,-25599229
6936,0,5636680,2,-5636680
6937,0,6475787,1,-6475787
6938,0,84817352,6,-84817352
6939,0,42566619,4,-42566619
6940,0,14492674,1,-14492674
6941,0,35345077,2,-35345077
6942,0,5945946,1,-5945946
6943,0,10733373,1,-10733373
6944,0,237748285,17,-237748285
6945,0,1301795,1,-1301795
6946,0,0,1,0
6947,0,8511344,4,-8511344
6948,0,540415582,14,-540415582
6949,0,92257452,19,-92257452
6950,0,2657324,1,-2657324
6951,0,66200479,4,-66200479
6952,0,5041527,1,-5041527
6953,0,173368366,17,-173368366
6954,0,21087824,2,-21087824
6955,0,12037668,1,-12037668
6956,0,10879708,2,-10879708
6957,0,46543284,2,-46543284
6958,0,116006365,35,-116006365
6959,0,63162,1,-63162
6960,0,9985164315,53,-9985164315
6961,0,84225905,2,-84225905
6962,0,12024127,2,-12024127
6963,0,37311898,2,-37311898
6964,0,3088019,1,-3088019
6965,0,1574833340,7,-1574833340
6966,0,364506204,11,-364506204
6967,0,27192719,2,-27192719
6968,0,23807226,4,-23807226
6969,0,43885989,1,-43885989
6970,0,6788173366,15,-6788173366
6971,0,523113805,26,-523113805
6972,0,1098831,1,-1098831
6973,0,11276891,1,-11276891
6974,0,35710097,2,-35710097
6975,0,170919665,10,-170919665
6976,0,1016927,2,-1016927
6977,760505480,0,36,760505480
6978,0,285282386,13,-285282386
6979,0,86648569,15,-86648569
6980,1828639659,24109160610,671,-22280520951
6981,660609282,5638862,79,654970420
6982,373169278,265286569,59,107882709
6983,0,24015689,4,-24015689
6984,0,804385292,45,-804385292
6985,0,6855932,1,-6855932
6986,0,13864679,1,-13864679
6987,0,1017328348,2,-1017328348
6988,0,10165699,3,-10165699
6989,0,149922689,10,-149922689
6990,0,26802515,2,-26802515
6991,0,325311620,8,-325311620
6992,0,33787637,1,-33787637
6993,0,47008805,2,-47008805
6994,0,7326538,1,-7326538
6995,0,36852924,3,-36852924
6996,0,1222246,1,-1222246
6997,0,7991085531,17,-7991085531
6998,0,1262855968,25,-1262855968
6999,0,88151241,5,-88151241
7000,0,12966489,1,-12966489
7001,0,69431237,6,-69431237
7002,0,2138775794,38,-2138775794
7003,0,6473334,2,-6473334
7004,6686552439,503687142,354,6182865297
7005,420595220,1124909373,106,-704314153
7006,0,287597457,17,-287597457
7007,0,8468,1,-8468
7008,1957909343,42280059,149,1915629284
7009,875156726,11235736716,39,-10360579990
7010,22027998,25829130,3,-3801132
7011,0,91097201,7,-91097201
7012,0,8501721,1,-8501721
7013,0,23571133,9,-23571133
7014,0,4754141,2,-4754141
7015,0,13303062,1,-13303062
7016,0,172483479,24,-172483479
7017,0,22483912,2,-22483912
7018,0,22566859,2,-22566859
7019,0,1891025,1,-1891025
7020,0,38046982,2,-38046982
7021,0,84956673,1,-84956673
7022,0,2643048,1,-2643048
7023,0,245846,1,-245846
7024,0,128837482,3,-128837482
7025,0,302603785,15,-302603785
7026,0,4587263,1,-4587263
7027,0,48373072,7,-48373072
7028,0,241580869,20,-241580869
7029,0,373268752,16,-373268752
7030,0,94147882,17,-94147882
7031,0,61865416,10,-61865416
7032,0,92642787,4,-92642787
7033,0,12922985,1,-12922985
7034,0,13727034,1,-13727034
7035,0,8228042,1,-8228042
7036,0,12949465,2,-12949465
7037,0,9393410055,31,-9393410055
7038,0,72309393,3,-72309393
7039,0,33767201,2,-33767201
7040,0,4184524,3,-4184524
7041,0,32919495,1,-32919495
7042,0,9743978,1,-9743978
7043,0,137650766,11,-137650766
7044,0,10227007,2,-10227007
7045,0,128090922,9,-128090922
7046,0,8716095,1,-8716095
7047,0,5391793,1,-5391793
7048,0,113120128,36,-113120128
7049,0,25653766,1,-25653766
7050,0,46016260,2,-46016260
7051,0,2815516582,77,-2815516582
7052,0,22039373,5,-22039373
7053,0,561447313,21,-561447313
7054,0,14331256,1,-14331256
7055,0,28060774,5,-28060774
7056,0,8460784,1,-8460784
7057,0,42331602,1,-42331602
7058,75483028,1140744,14,74342284
7059,0,15925333,3,-15925333
7060,0,19599232,2,-19599232
7061,0,92528927,6,-92528927
7062,0,52468980,3,-52468980
7063,0,18731686,2,-18731686
7064,0,32030474,1,-32030474
7065,0,722929,1,-722929
7066,0,39804187,1,-39804187
7067,0,13062444,2,-13062444
7068,0,20337114,2,-20337114
7069,0,219853861,4,-219853861
7070,55695405,68714611,2,-13019206
7071,474066658,573108558,119,-99041900
7072,0,65498459,1,-65498459
7073,0,19950025,3,-19950025
7074,0,33786920,6,-33786920
7075,0,56982822,11,-56982822
7076,0,66742398,8,-66742398
7077,0,9804861,2,-9804861
7078,0,16165572,4,-16165572
7079,0,38923101,6,-38923101
7080,0,3780380,2,-3780380
7081,0,5106462751,12,-5106462751
7082,0,1028561891,46,-1028561891
7083,0,139838418,15,-139838418
7084,0,1705479,1,-1705479
7085,0,5575930,2,-5575930
7086,0,601238,1,-601238
7087,0,10056572,3,-10056572
7088,0,9582651,1,-9582651
7089,0,18807809,3,-18807809
7090,0,95996208,6,-95996208
7091,0,3184276718,9,-3184276718
7092,0,7242865,1,-7242865
7093,0,2017025020,30,-2017025020
7094,0,116334316,6,-116334316
7095,0,14639921,2,-14639921
7096,0,18215984,3,-18215984
7097,0,21251608,1,-21251608
7098,0,36356201,5,-36356201
7099,0,3614239,1,-3614239
7100,0,35857706,8,-35857706
7101,0,106606245,1,-106606245
7102,0,885731902,26,-885731902
7103,0,14582498,1,-14582498
7104,0,32588975,1,-32588975
7105,0,33383273,6,-33383273
7106,0,3758028,1,-3758028
7107,0,49307306,2,-49307306
7108,0,5198507,1,-5198507
7109,0,380535,1,-380535
7110,0,320646272,14,-320646272
7111,0,129099067,24,-129099067
7112,0,1560943077,18,-1560943077
7113,0,3374291623,8,-3374291623
7114,0,511325,1,-511325
7115,0,4302954,1,-4302954
7116,0,53189047,22,-53189047
7117,0,1547043709,16,-1547043709
7118,0,8933983,2,-8933983
7119,0,269701840,12,-269701840
7120,0,28612934,6,-28612934
7121,0,58474832,4,-58474832
7122,0,15431396,2,-15431396
7123,0,430099,1,-430099
7124,0,8326186,1,-8326186
7125,0,16255355,1,-16255355
7126,0,9104960552,22,-9104960552
7127,0,36367079,5,-36367079
7128,0,20019435,2,-20019435
7129,0,5228739,1,-5228739
7130,0,14151897,1,-14151897
