,Retire Before 65 Years Old,Gender,Desease,Education Level,Marital Status,Monthly Income,Employee/Employer,Dependants,Unemployment Rate,Stock Market,Credit Score,Government Bonds Return,Probabilidades de Retiro Temprano,Predicción Modelo,Probabilidad Modelo,ID_Cliente
1212,1,1,1,1,0,15000,1,4,2.93965649,19520.66667,693,8.896666667,,1,0.9169083428273297,1212
