Competidor,Producto,Fecha,Valor,Tipo,Experimento
Competidor2,Product1,2021-06-27,44820397.0,Real,Prophet Base
Competidor2,Product1,2021-07-04,43629675.0,Real,Prophet Base
Competidor2,Product1,2021-07-11,43751449.5,Real,Prophet Base
Competidor2,Product1,2021-07-18,42985697.5,Real,Prophet Base
Competidor2,Product1,2021-07-25,43582308.5,Real,Prophet Base
Competidor2,Product1,2021-08-01,43582308.5,Real,Prophet Base
Competidor2,Product1,2021-08-08,44715778.0,Real,Prophet Base
Competidor2,Product1,2021-08-15,43877792.5,Real,Prophet Base
Competidor2,Product1,2021-08-22,44161009.0,Real,Prophet Base
Competidor2,Product1,2021-08-29,42794412.5,Real,Prophet Base
Competidor2,Product1,2021-09-05,44307121.1,Real,Prophet Base
Competidor2,Product1,2021-09-12,42593039.6,Real,Prophet Base
Competidor2,Product1,2021-09-19,42326751.5,Real,Prophet Base
Competidor2,Product1,2021-09-26,41961908.0,Real,Prophet Base
Competidor2,Product1,2021-10-03,41961908.0,Real,Prophet Base
Competidor2,Product1,2021-10-10,42525649.2,Real,Prophet Base
Competidor2,Product1,2021-10-17,41357666.0,Real,Prophet Base
Competidor2,Product1,2021-10-24,40238373.2,Real,Prophet Base
Competidor2,Product1,2021-10-31,39870407.1,Real,Prophet Base
Competidor2,Product1,2021-11-07,40698083.5,Real,Prophet Base
Competidor2,Product1,2021-11-14,39824827.5,Real,Prophet Base
Competidor2,Product1,2021-11-21,39897223.5,Real,Prophet Base
Competidor2,Product1,2021-11-28,36326696.0,Real,Prophet Base
Competidor2,Product1,2021-12-05,39776213.1,Real,Prophet Base
Competidor2,Product1,2021-12-12,38704061.0,Real,Prophet Base
Competidor2,Product1,2021-12-19,38855562.0,Real,Prophet Base
Competidor2,Product1,2021-12-26,37226002.0,Real,Prophet Base
Competidor2,Product1,2022-01-02,37226002.0,Real,Prophet Base
Competidor2,Product1,2022-01-09,36155468.5,Real,Prophet Base
Competidor2,Product1,2022-01-16,34815467.0,Real,Prophet Base
Competidor2,Product1,2022-01-23,34406807.5,Real,Prophet Base
Competidor2,Product1,2022-01-30,34924604.5,Real,Prophet Base
Competidor2,Product1,2022-02-06,35801471.5,Real,Prophet Base
Competidor2,Product1,2022-02-13,36382186.0,Real,Prophet Base
Competidor2,Product1,2022-02-20,37123804.0,Real,Prophet Base
Competidor2,Product1,2022-02-27,36109335.5,Real,Prophet Base
Competidor2,Product1,2022-03-06,38352576.6,Real,Prophet Base
Competidor2,Product1,2022-03-13,36998516.5,Real,Prophet Base
Competidor2,Product1,2022-03-20,36486642.5,Real,Prophet Base
Competidor2,Product1,2022-03-27,37801015.5,Real,Prophet Base
Competidor2,Product1,2022-04-03,38060121.5,Real,Prophet Base
Competidor2,Product1,2022-04-10,38301684.5,Real,Prophet Base
Competidor2,Product1,2022-04-17,37199508.5,Real,Prophet Base
Competidor2,Product1,2022-04-24,37747067.5,Real,Prophet Base
Competidor2,Product1,2022-05-01,37747067.5,Real,Prophet Base
Competidor2,Product1,2022-05-08,38826079.5,Real,Prophet Base
Competidor2,Product1,2022-05-15,39259589.55856185,Pronóstico,Prophet Base
Competidor2,Product1,2022-05-22,38929353.53294754,Pronóstico,Prophet Base
Competidor2,Product1,2022-05-29,38502889.72758364,Pronóstico,Prophet Base
Competidor2,Product1,2022-06-05,38071516.84391871,Pronóstico,Prophet Base
Competidor2,Product1,2022-06-12,37600617.09979834,Pronóstico,Prophet Base
Competidor2,Product1,2022-06-19,36991689.23805333,Pronóstico,Prophet Base
Competidor2,Product1,2022-06-26,36297348.33052298,Pronóstico,Prophet Base
Competidor2,Product1,2022-07-03,35794864.81573597,Pronóstico,Prophet Base
Competidor2,Product1,2022-07-10,35761721.40039693,Pronóstico,Prophet Base
Competidor2,Product1,2022-07-17,36161130.020281486,Pronóstico,Prophet Base
Competidor2,Product1,2022-07-24,36601631.895986035,Pronóstico,Prophet Base
Competidor2,Product1,2022-07-31,36670747.94375259,Pronóstico,Prophet Base
Competidor2,Product1,2022-08-07,36333510.37820881,Pronóstico,Prophet Base
Competidor2,Product1,2022-08-14,35988853.822162956,Pronóstico,Prophet Base
Competidor2,Product1,2022-08-21,36109059.28742839,Pronóstico,Prophet Base
Competidor2,Product1,2022-08-28,36800815.8285638,Pronóstico,Prophet Base
Competidor2,Product1,2022-09-04,37696311.17402702,Pronóstico,Prophet Base
Competidor2,Product1,2022-09-11,38259751.807160154,Pronóstico,Prophet Base
Competidor2,Product1,2022-09-18,38221292.290554136,Pronóstico,Prophet Base
Competidor2,Product1,2022-09-25,37773035.748322524,Pronóstico,Prophet Base
Competidor2,Product1,2022-10-02,37399786.36106338,Pronóstico,Prophet Base
Competidor2,Product1,2022-10-09,37513229.03929576,Pronóstico,Prophet Base
Competidor2,Product1,2022-10-16,38173468.27263085,Pronóstico,Prophet Base
Competidor2,Product1,2022-10-23,39082589.60620856,Pronóstico,Prophet Base
Competidor2,Product1,2022-10-30,39835589.301251896,Pronóstico,Prophet Base
Competidor3,Product1,2019-01-06,3792128.0,Real,Prophet Base
Competidor3,Product1,2019-01-13,2568676.0,Real,Prophet Base
Competidor3,Product1,2019-01-20,2644847.0,Real,Prophet Base
Competidor3,Product1,2019-01-27,2782482.0,Real,Prophet Base
Competidor3,Product1,2019-02-03,3741709.0,Real,Prophet Base
Competidor3,Product1,2019-02-10,3687972.0,Real,Prophet Base
Competidor3,Product1,2019-02-17,2421020.0,Real,Prophet Base
Competidor3,Product1,2019-02-24,2730717.0,Real,Prophet Base
Competidor3,Product1,2019-03-03,2904549.0,Real,Prophet Base
Competidor3,Product1,2019-03-10,3180979.0,Real,Prophet Base
Competidor3,Product1,2019-03-17,4005906.0,Real,Prophet Base
Competidor3,Product1,2019-03-24,3965916.0,Real,Prophet Base
Competidor3,Product1,2019-03-31,2425668.0,Real,Prophet Base
Competidor3,Product1,2019-04-07,2755858.0,Real,Prophet Base
Competidor3,Product1,2019-04-14,2913541.0,Real,Prophet Base
Competidor3,Product1,2019-04-21,3498200.0,Real,Prophet Base
Competidor3,Product1,2019-04-28,4079367.0,Real,Prophet Base
Competidor3,Product1,2019-05-05,2647569.0,Real,Prophet Base
Competidor3,Product1,2019-05-12,2935113.0,Real,Prophet Base
Competidor3,Product1,2019-05-19,3571967.0,Real,Prophet Base
Competidor3,Product1,2019-05-26,4060400.0,Real,Prophet Base
Competidor3,Product1,2019-06-02,3162240.0,Real,Prophet Base
Competidor3,Product1,2019-06-09,4773710.0,Real,Prophet Base
Competidor3,Product1,2019-06-16,2710606.0,Real,Prophet Base
Competidor3,Product1,2019-06-23,3415475.0,Real,Prophet Base
Competidor3,Product1,2019-06-30,2760953.0,Real,Prophet Base
Competidor3,Product1,2019-07-07,3819778.0,Real,Prophet Base
Competidor3,Product1,2019-07-14,2555839.0,Real,Prophet Base
Competidor3,Product1,2019-07-21,3399245.0,Real,Prophet Base
Competidor3,Product1,2019-07-28,3589220.0,Real,Prophet Base
Competidor3,Product1,2019-08-04,2561032.0,Real,Prophet Base
Competidor3,Product1,2019-08-11,3073468.0,Real,Prophet Base
Competidor3,Product1,2019-08-18,3852066.0,Real,Prophet Base
Competidor3,Product1,2019-08-25,3842696.0,Real,Prophet Base
Competidor3,Product1,2019-09-01,2587591.0,Real,Prophet Base
Competidor3,Product1,2019-09-08,2887511.0,Real,Prophet Base
Competidor3,Product1,2019-09-15,3978492.0,Real,Prophet Base
Competidor3,Product1,2019-09-22,3976207.0,Real,Prophet Base
Competidor3,Product1,2019-09-29,2224183.0,Real,Prophet Base
Competidor3,Product1,2019-10-06,2672494.0,Real,Prophet Base
Competidor3,Product1,2019-10-13,3002833.0,Real,Prophet Base
Competidor3,Product1,2019-10-20,3502937.0,Real,Prophet Base
Competidor3,Product1,2019-10-27,3805619.0,Real,Prophet Base
Competidor3,Product1,2019-11-03,2350624.0,Real,Prophet Base
Competidor3,Product1,2019-11-10,2556349.0,Real,Prophet Base
Competidor3,Product1,2019-11-17,3286792.0,Real,Prophet Base
Competidor3,Product1,2019-11-24,3759500.0,Real,Prophet Base
Competidor3,Product1,2019-12-01,2371004.0,Real,Prophet Base
Competidor3,Product1,2019-12-08,2552638.0,Real,Prophet Base
Competidor3,Product1,2019-12-15,3046013.0,Real,Prophet Base
Competidor3,Product1,2019-12-22,4580066.0,Real,Prophet Base
Competidor3,Product1,2019-12-29,2418493.0,Real,Prophet Base
Competidor3,Product1,2020-01-05,3047532.0,Real,Prophet Base
Competidor3,Product1,2020-01-12,2116845.0,Real,Prophet Base
Competidor3,Product1,2020-01-19,2808484.0,Real,Prophet Base
Competidor3,Product1,2020-01-26,3031486.0,Real,Prophet Base
Competidor3,Product1,2020-02-02,2077866.0,Real,Prophet Base
Competidor3,Product1,2020-02-09,2498398.0,Real,Prophet Base
Competidor3,Product1,2020-02-16,3458275.0,Real,Prophet Base
Competidor3,Product1,2020-02-23,3411778.0,Real,Prophet Base
Competidor3,Product1,2020-03-01,2231294.0,Real,Prophet Base
Competidor3,Product1,2020-03-08,2532585.0,Real,Prophet Base
Competidor3,Product1,2020-03-15,3687975.0,Real,Prophet Base
Competidor3,Product1,2020-03-22,4173303.0,Real,Prophet Base
Competidor3,Product1,2020-03-29,2500140.0,Real,Prophet Base
Competidor3,Product1,2020-04-05,2232179.0,Real,Prophet Base
Competidor3,Product1,2020-04-12,2727811.0,Real,Prophet Base
Competidor3,Product1,2020-04-19,2903009.0,Real,Prophet Base
Competidor3,Product1,2020-04-26,4389322.0,Real,Prophet Base
Competidor3,Product1,2020-05-03,2564543.0,Real,Prophet Base
Competidor3,Product1,2020-05-10,2491756.0,Real,Prophet Base
Competidor3,Product1,2020-05-17,3240459.0,Real,Prophet Base
Competidor3,Product1,2020-05-24,3977891.0,Real,Prophet Base
Competidor3,Product1,2020-05-31,3977891.0,Real,Prophet Base
Competidor3,Product1,2020-06-07,3347150.0,Real,Prophet Base
Competidor3,Product1,2020-06-14,4302433.0,Real,Prophet Base
Competidor3,Product1,2020-06-21,2488991.0,Real,Prophet Base
Competidor3,Product1,2020-06-28,2382422.0,Real,Prophet Base
Competidor3,Product1,2020-07-05,3398124.0,Real,Prophet Base
Competidor3,Product1,2020-07-12,3748843.0,Real,Prophet Base
Competidor3,Product1,2020-07-19,2348940.0,Real,Prophet Base
Competidor3,Product1,2020-07-26,2550511.0,Real,Prophet Base
Competidor3,Product1,2020-08-02,2764907.0,Real,Prophet Base
Competidor3,Product1,2020-08-09,2998247.0,Real,Prophet Base
Competidor3,Product1,2020-08-16,3781562.0,Real,Prophet Base
Competidor3,Product1,2020-08-23,3728626.0,Real,Prophet Base
Competidor3,Product1,2020-08-30,3728626.0,Real,Prophet Base
Competidor3,Product1,2020-09-06,2485585.0,Real,Prophet Base
Competidor3,Product1,2020-09-13,3601173.0,Real,Prophet Base
Competidor3,Product1,2020-09-20,3844523.0,Real,Prophet Base
Competidor3,Product1,2020-09-27,2094949.0,Real,Prophet Base
Competidor3,Product1,2020-10-04,2348152.0,Real,Prophet Base
Competidor3,Product1,2020-10-11,2538540.0,Real,Prophet Base
Competidor3,Product1,2020-10-18,3107696.0,Real,Prophet Base
Competidor3,Product1,2020-10-25,3510449.0,Real,Prophet Base
Competidor3,Product1,2020-11-01,2307938.0,Real,Prophet Base
Competidor3,Product1,2020-11-08,2333635.0,Real,Prophet Base
Competidor3,Product1,2020-11-15,3102549.0,Real,Prophet Base
Competidor3,Product1,2020-11-22,3504132.0,Real,Prophet Base
Competidor3,Product1,2020-11-29,3504132.0,Real,Prophet Base
Competidor3,Product1,2020-12-06,2963732.0,Real,Prophet Base
Competidor3,Product1,2020-12-13,4173209.0,Real,Prophet Base
Competidor3,Product1,2020-12-20,3463373.0,Real,Prophet Base
Competidor3,Product1,2020-12-27,3203789.0,Real,Prophet Base
Competidor3,Product1,2021-01-03,1764624.0,Real,Prophet Base
Competidor3,Product1,2021-01-10,2148906.0,Real,Prophet Base
Competidor3,Product1,2021-01-17,2916789.0,Real,Prophet Base
Competidor3,Product1,2021-01-24,3210853.0,Real,Prophet Base
Competidor3,Product1,2021-01-31,3210853.0,Real,Prophet Base
Competidor3,Product1,2021-02-07,2750490.0,Real,Prophet Base
Competidor3,Product1,2021-02-14,3420594.0,Real,Prophet Base
Competidor3,Product1,2021-02-21,2737402.0,Real,Prophet Base
Competidor3,Product1,2021-02-28,2453410.0,Real,Prophet Base
Competidor3,Product1,2021-03-07,2432931.0,Real,Prophet Base
Competidor3,Product1,2021-03-14,3280167.0,Real,Prophet Base
Competidor3,Product1,2021-03-21,4014318.0,Real,Prophet Base
Competidor3,Product1,2021-03-28,2002608.0,Real,Prophet Base
Competidor3,Product1,2021-04-04,2400387.0,Real,Prophet Base
Competidor3,Product1,2021-04-11,2358860.0,Real,Prophet Base
Competidor3,Product1,2021-04-18,3448309.0,Real,Prophet Base
Competidor3,Product1,2021-04-25,3451829.0,Real,Prophet Base
Competidor3,Product1,2021-05-02,3451829.0,Real,Prophet Base
Competidor3,Product1,2021-05-09,2807833.0,Real,Prophet Base
Competidor3,Product1,2021-05-16,3144455.0,Real,Prophet Base
Competidor3,Product1,2021-05-23,3463190.0,Real,Prophet Base
Competidor3,Product1,2021-05-30,2337679.0,Real,Prophet Base
Competidor3,Product1,2021-06-06,2277393.0,Real,Prophet Base
Competidor3,Product1,2021-06-13,3444743.0,Real,Prophet Base
Competidor3,Product1,2021-06-20,4113601.0,Real,Prophet Base
Competidor3,Product1,2021-06-27,2234641.0,Real,Prophet Base
Competidor3,Product1,2021-07-04,2226318.0,Real,Prophet Base
Competidor3,Product1,2021-07-11,2324269.0,Real,Prophet Base
Competidor3,Product1,2021-07-18,3210433.0,Real,Prophet Base
Competidor3,Product1,2021-07-25,3494707.0,Real,Prophet Base
Competidor3,Product1,2021-08-01,3494707.0,Real,Prophet Base
Competidor3,Product1,2021-08-08,2644541.0,Real,Prophet Base
Competidor3,Product1,2021-08-15,3056166.0,Real,Prophet Base
Competidor3,Product1,2021-08-22,3496738.0,Real,Prophet Base
Competidor3,Product1,2021-08-29,2157448.0,Real,Prophet Base
Competidor3,Product1,2021-09-05,2254680.0,Real,Prophet Base
Competidor3,Product1,2021-09-12,2643494.0,Real,Prophet Base
Competidor3,Product1,2021-09-19,4362102.0,Real,Prophet Base
Competidor3,Product1,2021-09-26,2167342.0,Real,Prophet Base
Competidor3,Product1,2021-10-03,2167342.0,Real,Prophet Base
Competidor3,Product1,2021-10-10,2406585.0,Real,Prophet Base
Competidor3,Product1,2021-10-17,2828677.0,Real,Prophet Base
Competidor3,Product1,2021-10-24,3108657.0,Real,Prophet Base
Competidor3,Product1,2021-10-31,2430244.0,Real,Prophet Base
Competidor3,Product1,2021-11-07,2851889.0,Real,Prophet Base
Competidor3,Product1,2021-11-14,2600674.0,Real,Prophet Base
Competidor3,Product1,2021-11-21,3353363.0,Real,Prophet Base
Competidor3,Product1,2021-11-28,2003482.0,Real,Prophet Base
Competidor3,Product1,2021-12-05,2115473.0,Real,Prophet Base
Competidor3,Product1,2021-12-12,2366900.0,Real,Prophet Base
Competidor3,Product1,2021-12-19,3732824.0,Real,Prophet Base
Competidor3,Product1,2021-12-26,1981069.0,Real,Prophet Base
Competidor3,Product1,2022-01-02,1981069.0,Real,Prophet Base
Competidor3,Product1,2022-01-09,3417846.0,Real,Prophet Base
Competidor3,Product1,2022-01-16,2441045.0,Real,Prophet Base
Competidor3,Product1,2022-01-23,1838833.0,Real,Prophet Base
Competidor3,Product1,2022-01-30,1951982.0,Real,Prophet Base
Competidor3,Product1,2022-02-06,2378744.0,Real,Prophet Base
Competidor3,Product1,2022-02-13,2368100.0,Real,Prophet Base
Competidor3,Product1,2022-02-20,3998929.0,Real,Prophet Base
Competidor3,Product1,2022-02-27,2139420.0,Real,Prophet Base
Competidor3,Product1,2022-03-06,2652775.0,Real,Prophet Base
Competidor3,Product1,2022-03-13,2344827.0,Real,Prophet Base
Competidor3,Product1,2022-03-20,3341495.0,Real,Prophet Base
Competidor3,Product1,2022-03-27,2066801.0,Real,Prophet Base
Competidor3,Product1,2022-04-03,2296033.0,Real,Prophet Base
Competidor3,Product1,2022-04-10,2547340.0,Real,Prophet Base
Competidor3,Product1,2022-04-17,2522695.0,Real,Prophet Base
Competidor3,Product1,2022-04-24,3286692.0,Real,Prophet Base
Competidor3,Product1,2022-05-01,3286692.0,Real,Prophet Base
Competidor3,Product1,2022-05-08,2682195.0,Real,Prophet Base
Competidor3,Product1,2022-05-15,2755371.7862271355,Pronóstico,Prophet Base
Competidor3,Product1,2022-05-22,3030379.4564695186,Pronóstico,Prophet Base
Competidor3,Product1,2022-05-29,3155245.794221594,Pronóstico,Prophet Base
Competidor3,Product1,2022-06-05,3125670.289374774,Pronóstico,Prophet Base
Competidor3,Product1,2022-06-12,3059363.1496665194,Pronóstico,Prophet Base
Competidor3,Product1,2022-06-19,2963485.3241871116,Pronóstico,Prophet Base
Competidor3,Product1,2022-06-26,2728369.9344563214,Pronóstico,Prophet Base
Competidor3,Product1,2022-07-03,2370810.3818376716,Pronóstico,Prophet Base
Competidor3,Product1,2022-07-10,2151295.478837035,Pronóstico,Prophet Base
Competidor3,Product1,2022-07-17,2316881.8738381844,Pronóstico,Prophet Base
Competidor3,Product1,2022-07-24,2747366.2086548414,Pronóstico,Prophet Base
Competidor3,Product1,2022-07-31,2997907.87236844,Pronóstico,Prophet Base
Competidor3,Product1,2022-08-07,2780956.2645775704,Pronóstico,Prophet Base
Competidor3,Product1,2022-08-14,2339482.1498212824,Pronóstico,Prophet Base
Competidor3,Product1,2022-08-21,2214594.1149028856,Pronóstico,Prophet Base
Competidor3,Product1,2022-08-28,2619289.573529542,Pronóstico,Prophet Base
Competidor3,Product1,2022-09-04,3150032.648335103,Pronóstico,Prophet Base
Competidor3,Product1,2022-09-11,3217063.4976368053,Pronóstico,Prophet Base
Competidor3,Product1,2022-09-18,2723902.1496590595,Pronóstico,Prophet Base
Competidor3,Product1,2022-09-25,2199536.411750778,Pronóstico,Prophet Base
Competidor3,Product1,2022-10-02,2210372.4480536985,Pronóstico,Prophet Base
Competidor3,Product1,2022-10-09,2728207.2774231085,Pronóstico,Prophet Base
Competidor3,Product1,2022-10-16,3185782.2262019776,Pronóstico,Prophet Base
Competidor3,Product1,2022-10-23,3140440.0117622027,Pronóstico,Prophet Base
Competidor3,Product1,2022-10-30,2760061.9862390393,Pronóstico,Prophet Base
Competidor3,Product2,2019-01-06,6565556.5,Real,Prophet Base
Competidor3,Product2,2019-01-13,6467413.0,Real,Prophet Base
Competidor3,Product2,2019-01-20,7297138.5,Real,Prophet Base
Competidor3,Product2,2019-01-27,6181217.5,Real,Prophet Base
Competidor3,Product2,2019-02-03,6681464.0,Real,Prophet Base
Competidor3,Product2,2019-02-10,7101862.5,Real,Prophet Base
Competidor3,Product2,2019-02-17,7084604.0,Real,Prophet Base
Competidor3,Product2,2019-02-24,6480372.0,Real,Prophet Base
Competidor3,Product2,2019-03-03,7033289.0,Real,Prophet Base
Competidor3,Product2,2019-03-10,7647591.5,Real,Prophet Base
Competidor3,Product2,2019-03-17,7400145.0,Real,Prophet Base
Competidor3,Product2,2019-03-24,6632179.5,Real,Prophet Base
Competidor3,Product2,2019-03-31,6900369.5,Real,Prophet Base
Competidor3,Product2,2019-04-07,7263040.0,Real,Prophet Base
Competidor3,Product2,2019-04-14,7640027.5,Real,Prophet Base
Competidor3,Product2,2019-04-21,7668461.0,Real,Prophet Base
Competidor3,Product2,2019-04-28,6845810.5,Real,Prophet Base
Competidor3,Product2,2019-05-05,7403346.5,Real,Prophet Base
Competidor3,Product2,2019-05-12,7722083.0,Real,Prophet Base
Competidor3,Product2,2019-05-19,7657175.5,Real,Prophet Base
Competidor3,Product2,2019-05-26,7140731.0,Real,Prophet Base
Competidor3,Product2,2019-06-02,7486496.0,Real,Prophet Base
Competidor3,Product2,2019-06-09,8065524.5,Real,Prophet Base
Competidor3,Product2,2019-06-16,7555792.5,Real,Prophet Base
Competidor3,Product2,2019-06-23,7265159.0,Real,Prophet Base
Competidor3,Product2,2019-06-30,7060745.0,Real,Prophet Base
Competidor3,Product2,2019-07-07,8116868.0,Real,Prophet Base
Competidor3,Product2,2019-07-14,7020428.5,Real,Prophet Base
Competidor3,Product2,2019-07-21,7028667.5,Real,Prophet Base
Competidor3,Product2,2019-07-28,7175497.0,Real,Prophet Base
Competidor3,Product2,2019-08-04,7551125.5,Real,Prophet Base
Competidor3,Product2,2019-08-11,7793604.9,Real,Prophet Base
Competidor3,Product2,2019-08-18,7552499.5,Real,Prophet Base
Competidor3,Product2,2019-08-25,6749138.0,Real,Prophet Base
Competidor3,Product2,2019-09-01,7318778.0,Real,Prophet Base
Competidor3,Product2,2019-09-08,7702158.0,Real,Prophet Base
Competidor3,Product2,2019-09-15,7515788.5,Real,Prophet Base
Competidor3,Product2,2019-09-22,6559169.5,Real,Prophet Base
Competidor3,Product2,2019-09-29,6935448.5,Real,Prophet Base
Competidor3,Product2,2019-10-06,7367044.0,Real,Prophet Base
Competidor3,Product2,2019-10-13,7570950.5,Real,Prophet Base
Competidor3,Product2,2019-10-20,7428606.0,Real,Prophet Base
Competidor3,Product2,2019-10-27,6433190.5,Real,Prophet Base
Competidor3,Product2,2019-11-03,6758727.0,Real,Prophet Base
Competidor3,Product2,2019-11-10,7058888.5,Real,Prophet Base
Competidor3,Product2,2019-11-17,6878384.5,Real,Prophet Base
Competidor3,Product2,2019-11-24,6131599.5,Real,Prophet Base
Competidor3,Product2,2019-12-01,6685170.0,Real,Prophet Base
Competidor3,Product2,2019-12-08,7156740.5,Real,Prophet Base
Competidor3,Product2,2019-12-15,6896814.5,Real,Prophet Base
Competidor3,Product2,2019-12-22,5967162.5,Real,Prophet Base
Competidor3,Product2,2019-12-29,6059472.5,Real,Prophet Base
Competidor3,Product2,2020-01-05,6361751.5,Real,Prophet Base
Competidor3,Product2,2020-01-12,6442214.0,Real,Prophet Base
Competidor3,Product2,2020-01-19,6939222.5,Real,Prophet Base
Competidor3,Product2,2020-01-26,5838445.5,Real,Prophet Base
Competidor3,Product2,2020-02-02,6465567.0,Real,Prophet Base
Competidor3,Product2,2020-02-09,6661872.5,Real,Prophet Base
Competidor3,Product2,2020-02-16,6625444.0,Real,Prophet Base
Competidor3,Product2,2020-02-23,5814170.0,Real,Prophet Base
Competidor3,Product2,2020-03-01,6453944.0,Real,Prophet Base
Competidor3,Product2,2020-03-08,7207186.5,Real,Prophet Base
Competidor3,Product2,2020-03-15,7073357.5,Real,Prophet Base
Competidor3,Product2,2020-03-22,7115878.0,Real,Prophet Base
Competidor3,Product2,2020-03-29,7384352.0,Real,Prophet Base
Competidor3,Product2,2020-04-05,6540162.0,Real,Prophet Base
Competidor3,Product2,2020-04-12,7534836.0,Real,Prophet Base
Competidor3,Product2,2020-04-19,7102629.0,Real,Prophet Base
Competidor3,Product2,2020-04-26,6556337.0,Real,Prophet Base
Competidor3,Product2,2020-05-03,7456899.0,Real,Prophet Base
Competidor3,Product2,2020-05-10,7814255.0,Real,Prophet Base
Competidor3,Product2,2020-05-17,7553318.5,Real,Prophet Base
Competidor3,Product2,2020-05-24,7468584.5,Real,Prophet Base
Competidor3,Product2,2020-05-31,7468584.5,Real,Prophet Base
Competidor3,Product2,2020-06-07,8161299.0,Real,Prophet Base
Competidor3,Product2,2020-06-14,7966643.5,Real,Prophet Base
Competidor3,Product2,2020-06-21,7193440.0,Real,Prophet Base
Competidor3,Product2,2020-06-28,7513756.0,Real,Prophet Base
Competidor3,Product2,2020-07-05,8298338.5,Real,Prophet Base
Competidor3,Product2,2020-07-12,8228679.0,Real,Prophet Base
Competidor3,Product2,2020-07-19,7082965.0,Real,Prophet Base
Competidor3,Product2,2020-07-26,7331481.5,Real,Prophet Base
Competidor3,Product2,2020-08-02,7617996.0,Real,Prophet Base
Competidor3,Product2,2020-08-09,7928244.0,Real,Prophet Base
Competidor3,Product2,2020-08-16,7882001.0,Real,Prophet Base
Competidor3,Product2,2020-08-23,6795708.5,Real,Prophet Base
Competidor3,Product2,2020-08-30,6795708.5,Real,Prophet Base
Competidor3,Product2,2020-09-06,7778207.0,Real,Prophet Base
Competidor3,Product2,2020-09-13,7668290.0,Real,Prophet Base
Competidor3,Product2,2020-09-20,6591887.0,Real,Prophet Base
Competidor3,Product2,2020-09-27,6933558.0,Real,Prophet Base
Competidor3,Product2,2020-10-04,7251822.6,Real,Prophet Base
Competidor3,Product2,2020-10-11,7437223.5,Real,Prophet Base
Competidor3,Product2,2020-10-18,7296502.0,Real,Prophet Base
Competidor3,Product2,2020-10-25,6457939.0,Real,Prophet Base
Competidor3,Product2,2020-11-01,6602555.1,Real,Prophet Base
Competidor3,Product2,2020-11-08,7131659.5,Real,Prophet Base
Competidor3,Product2,2020-11-15,7433771.5,Real,Prophet Base
Competidor3,Product2,2020-11-22,6512689.5,Real,Prophet Base
Competidor3,Product2,2020-11-29,6512689.5,Real,Prophet Base
Competidor3,Product2,2020-12-06,6440229.5,Real,Prophet Base
Competidor3,Product2,2020-12-13,6477126.5,Real,Prophet Base
Competidor3,Product2,2020-12-20,6361403.0,Real,Prophet Base
Competidor3,Product2,2020-12-27,6079373.0,Real,Prophet Base
Competidor3,Product2,2021-01-03,6255084.5,Real,Prophet Base
Competidor3,Product2,2021-01-10,6858060.5,Real,Prophet Base
Competidor3,Product2,2021-01-17,6980672.5,Real,Prophet Base
Competidor3,Product2,2021-01-24,5894447.0,Real,Prophet Base
Competidor3,Product2,2021-01-31,5894447.0,Real,Prophet Base
Competidor3,Product2,2021-02-07,6859425.5,Real,Prophet Base
Competidor3,Product2,2021-02-14,6621439.5,Real,Prophet Base
Competidor3,Product2,2021-02-21,4568037.0,Real,Prophet Base
Competidor3,Product2,2021-02-28,6488611.0,Real,Prophet Base
Competidor3,Product2,2021-03-07,7367868.5,Real,Prophet Base
Competidor3,Product2,2021-03-14,6985952.0,Real,Prophet Base
Competidor3,Product2,2021-03-21,6280907.0,Real,Prophet Base
Competidor3,Product2,2021-03-28,6711884.5,Real,Prophet Base
Competidor3,Product2,2021-04-04,6569899.5,Real,Prophet Base
Competidor3,Product2,2021-04-11,7955574.5,Real,Prophet Base
Competidor3,Product2,2021-04-18,7284404.0,Real,Prophet Base
Competidor3,Product2,2021-04-25,6981881.5,Real,Prophet Base
Competidor3,Product2,2021-05-02,6981881.5,Real,Prophet Base
Competidor3,Product2,2021-05-09,7434433.0,Real,Prophet Base
Competidor3,Product2,2021-05-16,6797768.0,Real,Prophet Base
Competidor3,Product2,2021-05-23,6235330.0,Real,Prophet Base
Competidor3,Product2,2021-05-30,7076627.0,Real,Prophet Base
Competidor3,Product2,2021-06-06,7755080.0,Real,Prophet Base
Competidor3,Product2,2021-06-13,7110131.5,Real,Prophet Base
Competidor3,Product2,2021-06-20,6048777.5,Real,Prophet Base
Competidor3,Product2,2021-06-27,6588506.0,Real,Prophet Base
Competidor3,Product2,2021-07-04,6644131.5,Real,Prophet Base
Competidor3,Product2,2021-07-11,7084953.4,Real,Prophet Base
Competidor3,Product2,2021-07-18,6808807.5,Real,Prophet Base
Competidor3,Product2,2021-07-25,6370102.0,Real,Prophet Base
Competidor3,Product2,2021-08-01,6370102.0,Real,Prophet Base
Competidor3,Product2,2021-08-08,7303854.0,Real,Prophet Base
Competidor3,Product2,2021-08-15,6654862.5,Real,Prophet Base
Competidor3,Product2,2021-08-22,6123059.5,Real,Prophet Base
Competidor3,Product2,2021-08-29,6426882.3,Real,Prophet Base
Competidor3,Product2,2021-09-05,6994526.3,Real,Prophet Base
Competidor3,Product2,2021-09-12,6304061.1,Real,Prophet Base
Competidor3,Product2,2021-09-19,6172542.9,Real,Prophet Base
