Competidor,Producto,Fecha,Valor,Tipo,Experimento
Competidor1,Product1,2022-04-10,1750463.0,Real,Prophet Base
Competidor1,Product1,2022-04-17,1780374.0,Real,Prophet Base
Competidor1,Product1,2022-04-24,1889885.0,Real,Prophet Base
Competidor1,Product1,2022-05-01,1889885.0,Real,Prophet Base
Competidor1,Product1,2022-05-08,1798562.0,Real,Prophet Base
Competidor1,Product1,2022-05-15,1954230.057607481,Pronóstico,Prophet Base
Competidor1,Product1,2022-05-22,2057340.5422782963,Pronóstico,Prophet Base
Competidor1,Product1,2022-05-29,2175415.9277095506,Pronóstico,Prophet Base
Competidor1,Product1,2022-06-05,2231995.35928391,Pronóstico,Prophet Base
Competidor1,Product1,2022-06-12,2195432.300470378,Pronóstico,Prophet Base
Competidor1,Product1,2022-06-19,2081408.970469466,Pronóstico,Prophet Base
Competidor1,Product1,2022-06-26,1931215.2088330796,Pronóstico,Prophet Base
Competidor1,Product1,2022-07-03,1801629.8444628674,Pronóstico,Prophet Base
Competidor1,Product1,2022-07-10,1754664.1049428084,Pronóstico,Prophet Base
Competidor1,Product1,2022-07-17,1818968.6716168968,Pronóstico,Prophet Base
Competidor1,Product1,2022-07-24,1945695.230852158,Pronóstico,Prophet Base
Competidor1,Product1,2022-07-31,2024531.9690016096,Pronóstico,Prophet Base
Competidor1,Product1,2022-08-07,1976983.0552014748,Pronóstico,Prophet Base
Competidor1,Product1,2022-08-14,1842989.3842069532,Pronóstico,Prophet Base
Competidor1,Product1,2022-08-21,1755400.5521224542,Pronóstico,Prophet Base
Competidor1,Product1,2022-08-28,1808165.672961238,Pronóstico,Prophet Base
Competidor1,Product1,2022-09-04,1952713.0024927626,Pronóstico,Prophet Base
Competidor1,Product1,2022-09-11,2042860.7439731834,Pronóstico,Prophet Base
Competidor1,Product1,2022-09-18,1989094.4579723463,Pronóstico,Prophet Base
Competidor1,Product1,2022-09-25,1855381.2010326819,Pronóstico,Prophet Base
Competidor1,Product1,2022-10-02,1789924.2546884313,Pronóstico,Prophet Base
Competidor1,Product1,2022-10-09,1866260.5199311383,Pronóstico,Prophet Base
Competidor1,Product1,2022-10-16,2011145.959152496,Pronóstico,Prophet Base
Competidor1,Product1,2022-10-23,2094670.8964198628,Pronóstico,Prophet Base
Competidor1,Product1,2022-10-30,2074367.9371753393,Pronóstico,Prophet Base
Competidor1,Product2,2019-01-06,12372749.0,Real,Prophet Base
Competidor1,Product2,2019-01-13,12374756.3,Real,Prophet Base
Competidor1,Product2,2019-01-20,13203648.2,Real,Prophet Base
Competidor1,Product2,2019-01-27,12319799.4,Real,Prophet Base
Competidor1,Product2,2019-02-03,12948943.7,Real,Prophet Base
Competidor1,Product2,2019-02-10,13675593.3,Real,Prophet Base
Competidor1,Product2,2019-02-17,13000021.9,Real,Prophet Base
Competidor1,Product2,2019-02-24,12845307.2,Real,Prophet Base
Competidor1,Product2,2019-03-03,13276100.4,Real,Prophet Base
Competidor1,Product2,2019-03-10,14328218.0,Real,Prophet Base
Competidor1,Product2,2019-03-17,13249994.2,Real,Prophet Base
Competidor1,Product2,2019-03-24,12796389.7,Real,Prophet Base
Competidor1,Product2,2019-03-31,13148005.3,Real,Prophet Base
Competidor1,Product2,2019-04-07,14014492.8,Real,Prophet Base
Competidor1,Product2,2019-04-14,14142614.5,Real,Prophet Base
Competidor1,Product2,2019-04-21,14083436.3,Real,Prophet Base
Competidor1,Product2,2019-04-28,13481757.0,Real,Prophet Base
Competidor1,Product2,2019-05-05,14276340.9,Real,Prophet Base
Competidor1,Product2,2019-05-12,14777662.6,Real,Prophet Base
Competidor1,Product2,2019-05-19,14443062.2,Real,Prophet Base
Competidor1,Product2,2019-05-26,13895592.4,Real,Prophet Base
Competidor1,Product2,2019-06-02,14566013.5,Real,Prophet Base
Competidor1,Product2,2019-06-09,15832089.2,Real,Prophet Base
Competidor1,Product2,2019-06-16,15886483.5,Real,Prophet Base
Competidor1,Product2,2019-06-23,14843472.9,Real,Prophet Base
Competidor1,Product2,2019-06-30,15298803.2,Real,Prophet Base
Competidor1,Product2,2019-07-07,15036754.3,Real,Prophet Base
Competidor1,Product2,2019-07-14,13725744.6,Real,Prophet Base
Competidor1,Product2,2019-07-21,13914749.8,Real,Prophet Base
Competidor1,Product2,2019-07-28,14262570.7,Real,Prophet Base
Competidor1,Product2,2019-08-04,14638895.2,Real,Prophet Base
Competidor1,Product2,2019-08-11,15207538.0,Real,Prophet Base
Competidor1,Product2,2019-08-18,14352010.2,Real,Prophet Base
Competidor1,Product2,2019-08-25,13677915.4,Real,Prophet Base
Competidor1,Product2,2019-09-01,14631803.2,Real,Prophet Base
Competidor1,Product2,2019-09-08,14975104.2,Real,Prophet Base
Competidor1,Product2,2019-09-15,14242331.0,Real,Prophet Base
Competidor1,Product2,2019-09-22,13345894.2,Real,Prophet Base
Competidor1,Product2,2019-09-29,13779186.1,Real,Prophet Base
Competidor1,Product2,2019-10-06,14461866.6,Real,Prophet Base
Competidor1,Product2,2019-10-13,14494537.7,Real,Prophet Base
Competidor1,Product2,2019-10-20,14277696.8,Real,Prophet Base
Competidor1,Product2,2019-10-27,12757948.0,Real,Prophet Base
Competidor1,Product2,2019-11-03,13212159.3,Real,Prophet Base
Competidor1,Product2,2019-11-10,13858542.0,Real,Prophet Base
Competidor1,Product2,2019-11-17,13241609.0,Real,Prophet Base
Competidor1,Product2,2019-11-24,12891774.8,Real,Prophet Base
Competidor1,Product2,2019-12-01,12851282.3,Real,Prophet Base
Competidor1,Product2,2019-12-08,13893133.2,Real,Prophet Base
Competidor1,Product2,2019-12-15,13190283.8,Real,Prophet Base
Competidor1,Product2,2019-12-22,12384639.2,Real,Prophet Base
Competidor1,Product2,2019-12-29,11727500.5,Real,Prophet Base
Competidor1,Product2,2020-01-05,12215056.7,Real,Prophet Base
Competidor1,Product2,2020-01-12,12407255.3,Real,Prophet Base
Competidor1,Product2,2020-01-19,12474868.4,Real,Prophet Base
Competidor1,Product2,2020-01-26,11825863.2,Real,Prophet Base
Competidor1,Product2,2020-02-02,12815227.5,Real,Prophet Base
Competidor1,Product2,2020-02-09,13147532.3,Real,Prophet Base
Competidor1,Product2,2020-02-16,12727589.5,Real,Prophet Base
Competidor1,Product2,2020-02-23,11752805.5,Real,Prophet Base
Competidor1,Product2,2020-03-01,12736168.6,Real,Prophet Base
Competidor1,Product2,2020-03-08,13897135.4,Real,Prophet Base
Competidor1,Product2,2020-03-15,13243818.5,Real,Prophet Base
Competidor1,Product2,2020-03-22,14401649.0,Real,Prophet Base
Competidor1,Product2,2020-03-29,12587118.5,Real,Prophet Base
Competidor1,Product2,2020-04-05,12135158.0,Real,Prophet Base
Competidor1,Product2,2020-04-12,12451942.5,Real,Prophet Base
Competidor1,Product2,2020-04-19,12813326.0,Real,Prophet Base
Competidor1,Product2,2020-04-26,12626842.5,Real,Prophet Base
Competidor1,Product2,2020-05-03,13685437.5,Real,Prophet Base
Competidor1,Product2,2020-05-10,14977318.0,Real,Prophet Base
Competidor1,Product2,2020-05-17,13796775.5,Real,Prophet Base
Competidor1,Product2,2020-05-24,14352948.5,Real,Prophet Base
Competidor1,Product2,2020-05-31,14352948.5,Real,Prophet Base
Competidor1,Product2,2020-06-07,15231437.0,Real,Prophet Base
Competidor1,Product2,2020-06-14,15276485.5,Real,Prophet Base
Competidor1,Product2,2020-06-21,14718517.0,Real,Prophet Base
Competidor1,Product2,2020-06-28,14621724.5,Real,Prophet Base
Competidor1,Product2,2020-07-05,15599861.0,Real,Prophet Base
Competidor1,Product2,2020-07-12,14866314.5,Real,Prophet Base
Competidor1,Product2,2020-07-19,14235867.0,Real,Prophet Base
Competidor1,Product2,2020-07-26,14441113.0,Real,Prophet Base
Competidor1,Product2,2020-08-02,14837822.8,Real,Prophet Base
Competidor1,Product2,2020-08-09,15379577.3,Real,Prophet Base
Competidor1,Product2,2020-08-16,14817046.2,Real,Prophet Base
Competidor1,Product2,2020-08-23,14076322.5,Real,Prophet Base
Competidor1,Product2,2020-08-30,14076322.5,Real,Prophet Base
Competidor1,Product2,2020-09-06,15448493.1,Real,Prophet Base
Competidor1,Product2,2020-09-13,14420125.6,Real,Prophet Base
Competidor1,Product2,2020-09-20,13691337.4,Real,Prophet Base
Competidor1,Product2,2020-09-27,14159102.0,Real,Prophet Base
Competidor1,Product2,2020-10-04,14290549.4,Real,Prophet Base
Competidor1,Product2,2020-10-11,13897135.2,Real,Prophet Base
Competidor1,Product2,2020-10-18,13591784.3,Real,Prophet Base
Competidor1,Product2,2020-10-25,12947517.4,Real,Prophet Base
Competidor1,Product2,2020-11-01,12863194.8,Real,Prophet Base
Competidor1,Product2,2020-11-08,13347451.8,Real,Prophet Base
Competidor1,Product2,2020-11-15,13526939.8,Real,Prophet Base
Competidor1,Product2,2020-11-22,13065688.5,Real,Prophet Base
Competidor1,Product2,2020-11-29,13065688.5,Real,Prophet Base
Competidor1,Product2,2020-12-06,12890418.0,Real,Prophet Base
Competidor1,Product2,2020-12-13,12896586.5,Real,Prophet Base
Competidor1,Product2,2020-12-20,12506292.5,Real,Prophet Base
Competidor1,Product2,2020-12-27,11997277.0,Real,Prophet Base
Competidor1,Product2,2021-01-03,12205200.0,Real,Prophet Base
Competidor1,Product2,2021-01-10,12544996.5,Real,Prophet Base
Competidor1,Product2,2021-01-17,12287101.5,Real,Prophet Base
Competidor1,Product2,2021-01-24,11783497.0,Real,Prophet Base
Competidor1,Product2,2021-01-31,11783497.0,Real,Prophet Base
Competidor1,Product2,2021-02-07,12796921.5,Real,Prophet Base
Competidor1,Product2,2021-02-14,12401496.5,Real,Prophet Base
Competidor1,Product2,2021-02-21,11518704.0,Real,Prophet Base
Competidor1,Product2,2021-02-28,12101075.5,Real,Prophet Base
Competidor1,Product2,2021-03-07,13069243.5,Real,Prophet Base
Competidor1,Product2,2021-03-14,12490929.5,Real,Prophet Base
Competidor1,Product2,2021-03-21,11946910.0,Real,Prophet Base
Competidor1,Product2,2021-03-28,13014121.5,Real,Prophet Base
Competidor1,Product2,2021-04-04,12946595.0,Real,Prophet Base
Competidor1,Product2,2021-04-11,14066473.0,Real,Prophet Base
Competidor1,Product2,2021-04-18,13030770.5,Real,Prophet Base
Competidor1,Product2,2021-04-25,13129446.5,Real,Prophet Base
Competidor1,Product2,2021-05-02,13129446.5,Real,Prophet Base
Competidor1,Product2,2021-05-09,13973999.5,Real,Prophet Base
Competidor1,Product2,2021-05-16,12760045.0,Real,Prophet Base
Competidor1,Product2,2021-05-23,13010288.5,Real,Prophet Base
Competidor1,Product2,2021-05-30,14297376.0,Real,Prophet Base
Competidor1,Product2,2021-06-06,14152306.5,Real,Prophet Base
Competidor1,Product2,2021-06-13,13666197.0,Real,Prophet Base
Competidor1,Product2,2021-06-20,12916243.5,Real,Prophet Base
Competidor1,Product2,2021-06-27,13809226.0,Real,Prophet Base
Competidor1,Product2,2021-07-04,13544336.5,Real,Prophet Base
Competidor1,Product2,2021-07-11,13670213.5,Real,Prophet Base
Competidor1,Product2,2021-07-18,13106176.0,Real,Prophet Base
Competidor1,Product2,2021-07-25,13259540.5,Real,Prophet Base
Competidor1,Product2,2021-08-01,13259540.5,Real,Prophet Base
Competidor1,Product2,2021-08-08,14386170.0,Real,Prophet Base
Competidor1,Product2,2021-08-15,13125137.0,Real,Prophet Base
Competidor1,Product2,2021-08-22,13119364.5,Real,Prophet Base
Competidor1,Product2,2021-08-29,13261239.0,Real,Prophet Base
Competidor1,Product2,2021-09-05,14242586.6,Real,Prophet Base
Competidor1,Product2,2021-09-12,13310505.5,Real,Prophet Base
Competidor1,Product2,2021-09-19,12506086.5,Real,Prophet Base
Competidor1,Product2,2021-09-26,12893934.5,Real,Prophet Base
Competidor1,Product2,2021-10-03,12893934.5,Real,Prophet Base
Competidor1,Product2,2021-10-10,13465766.5,Real,Prophet Base
Competidor1,Product2,2021-10-17,12669320.5,Real,Prophet Base
Competidor1,Product2,2021-10-24,11957418.0,Real,Prophet Base
Competidor1,Product2,2021-10-31,12428894.5,Real,Prophet Base
Competidor1,Product2,2021-11-07,12579716.5,Real,Prophet Base
Competidor1,Product2,2021-11-14,12141416.0,Real,Prophet Base
Competidor1,Product2,2021-11-21,11846433.5,Real,Prophet Base
Competidor1,Product2,2021-11-28,11197036.5,Real,Prophet Base
Competidor1,Product2,2021-12-05,12809884.1,Real,Prophet Base
Competidor1,Product2,2021-12-12,11723609.5,Real,Prophet Base
Competidor1,Product2,2021-12-19,11471570.5,Real,Prophet Base
Competidor1,Product2,2021-12-26,11269246.0,Real,Prophet Base
Competidor1,Product2,2022-01-02,11269246.0,Real,Prophet Base
Competidor1,Product2,2022-01-09,11206529.5,Real,Prophet Base
Competidor1,Product2,2022-01-16,10552011.0,Real,Prophet Base
Competidor1,Product2,2022-01-23,10222096.0,Real,Prophet Base
Competidor1,Product2,2022-01-30,10378489.0,Real,Prophet Base
Competidor1,Product2,2022-02-06,11179032.0,Real,Prophet Base
Competidor1,Product2,2022-02-13,11224078.5,Real,Prophet Base
Competidor1,Product2,2022-02-20,10964586.5,Real,Prophet Base
Competidor1,Product2,2022-02-27,10968054.0,Real,Prophet Base
Competidor1,Product2,2022-03-06,12226142.6,Real,Prophet Base
Competidor1,Product2,2022-03-13,11209963.5,Real,Prophet Base
Competidor1,Product2,2022-03-20,10810327.0,Real,Prophet Base
Competidor1,Product2,2022-03-27,11433867.0,Real,Prophet Base
Competidor1,Product2,2022-04-03,11498573.0,Real,Prophet Base
Competidor1,Product2,2022-04-10,12136365.0,Real,Prophet Base
Competidor1,Product2,2022-04-17,11433778.5,Real,Prophet Base
Competidor1,Product2,2022-04-24,10819595.0,Real,Prophet Base
Competidor1,Product2,2022-05-01,10819595.0,Real,Prophet Base
Competidor1,Product2,2022-05-08,12266624.5,Real,Prophet Base
Competidor1,Product2,2022-05-15,12307257.23532171,Pronóstico,Prophet Base
Competidor1,Product2,2022-05-22,12206382.941705562,Pronóstico,Prophet Base
Competidor1,Product2,2022-05-29,11945841.789044958,Pronóstico,Prophet Base
Competidor1,Product2,2022-06-05,11684382.514199995,Pronóstico,Prophet Base
Competidor1,Product2,2022-06-12,11486131.020473303,Pronóstico,Prophet Base
Competidor1,Product2,2022-06-19,11287029.320028016,Pronóstico,Prophet Base
Competidor1,Product2,2022-06-26,11052347.675856775,Pronóstico,Prophet Base
Competidor1,Product2,2022-07-03,10886988.926347258,Pronóstico,Prophet Base
Competidor1,Product2,2022-07-10,10928270.03429622,Pronóstico,Prophet Base
Competidor1,Product2,2022-07-17,11150817.476161957,Pronóstico,Prophet Base
Competidor1,Product2,2022-07-24,11349575.963820808,Pronóstico,Prophet Base
Competidor1,Product2,2022-07-31,11353197.103825793,Pronóstico,Prophet Base
Competidor1,Product2,2022-08-07,11222005.741911894,Pronóstico,Prophet Base
Competidor1,Product2,2022-08-14,11184479.786524164,Pronóstico,Prophet Base
Competidor1,Product2,2022-08-21,11375357.727263955,Pronóstico,Prophet Base
Competidor1,Product2,2022-08-28,11679001.961635508,Pronóstico,Prophet Base
Competidor1,Product2,2022-09-04,11857690.272973675,Pronóstico,Prophet Base
Competidor1,Product2,2022-09-11,11809392.738447325,Pronóstico,Prophet Base
Competidor1,Product2,2022-09-18,11659835.382950624,Pronóstico,Prophet Base
Competidor1,Product2,2022-09-25,11605076.12292805,Pronóstico,Prophet Base
Competidor1,Product2,2022-10-02,11709942.611839779,Pronóstico,Prophet Base
Competidor1,Product2,2022-10-09,11887579.142960073,Pronóstico,Prophet Base
Competidor1,Product2,2022-10-16,12041914.166368933,Pronóstico,Prophet Base
Competidor1,Product2,2022-10-23,12171354.06833355,Pronóstico,Prophet Base
Competidor1,Product2,2022-10-30,12322838.546192186,Pronóstico,Prophet Base
Competidor10,Product1,2019-01-06,44597501.5,Real,Prophet Base
Competidor10,Product1,2019-01-13,48565940.46,Real,Prophet Base
Competidor10,Product1,2019-01-20,45632300.1,Real,Prophet Base
Competidor10,Product1,2019-01-27,46030940.92,Real,Prophet Base
Competidor10,Product1,2019-02-03,44893729.42,Real,Prophet Base
Competidor10,Product1,2019-02-10,51044268.98,Real,Prophet Base
Competidor10,Product1,2019-02-17,45234191.6,Real,Prophet Base
Competidor10,Product1,2019-02-24,48356307.46,Real,Prophet Base
Competidor10,Product1,2019-03-03,45039309.0,Real,Prophet Base
Competidor10,Product1,2019-03-10,50653821.0,Real,Prophet Base
Competidor10,Product1,2019-03-17,46872108.29,Real,Prophet Base
Competidor10,Product1,2019-03-24,49266009.66,Real,Prophet Base
