product_score,Ventas_promedio,Precio_promedio
3.3,10.090909090909092,92.10136363636364
3.5,17.22222222222222,93.01640300166667
3.7,11.68,165.840942004
3.8,11.085106382978724,121.38599374808511
3.9,15.845070422535212,66.74910789
4.0,12.714285714285714,82.12453265857143
4.1,19.4,102.21211826583334
4.2,15.219354838709677,115.92434714541936
4.3,11.166666666666666,126.00353546558333
4.4,13.571428571428571,110.20504823485714
4.5,12.454545454545455,29.9
