timestamp,cash,altcoin,value,exposure
1737518400000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737532800000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737547200000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737561600000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737576000000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737590400000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737604800000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737619200000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737633600000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737648000000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737662400000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737676800000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737691200000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737705600000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737720000000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737734400000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737748800000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737763200000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737777600000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737792000000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737806400000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737820800000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737835200000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737849600000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737864000000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737878400000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737892800000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737907200000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737921600000,1003384.6852085432,0.0,1003384.6852085432,0.0
1737936000000,979285.3918392044,-102.12566770570413,1003384.6852085432,24081.232445005036
1737950400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1737964800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1737979200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1737993600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738008000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738022400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738036800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738051200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738065600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738080000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738094400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738108800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738123200000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738137600000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738152000000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738166400000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738180800000,1002504.6175224034,0.0,1002504.6175224034,0.0
1738195200000,1002504.6175224034,0.0,1002504.6175224034,0.0
