Rule,Compliance
long_rule1,0.0
long_rule2,0.9215070643642073
long_rule3,0.2731554160125589
long_rule4,0.42543171114599687
long_rule5,0.6373626373626373
short_rule1,0.17896389324960754
short_rule2,0.8508634222919937
short_rule3,0.3139717425431711
short_rule4,0.46467817896389324
short_rule5,0.7582417582417582
